    time (ps)       MSD(A2) @ 35K       MSD(A2) @ 50K       MSD(A2) @ 60K       MSD(A2) @ 75K       MSD(A2) @ 100K     MSD(A2) @ 150K        
   88.6000       2199.64841404        959.39773197        824.93484374        497.09525397        250.64347603        162.51670341 
   88.8000       2208.29675343        962.70711343        827.66918809        498.48803115        251.33730138        163.08694120 
   89.0000       2216.90703978        966.03753767        830.39430056        499.88723314        252.04435760        163.65615301 
   89.2000       2225.55102072        969.37999818        833.11693859        501.28354686        252.75879238        164.22795244 
   89.4000       2234.29584331        972.75433538        835.84533586        502.68317180        253.47854728        164.79962520 
   89.6000       2243.08852067        976.16983596        838.59220363        504.10676649        254.21621177        165.36701604 
   89.8000       2251.91525671        979.61347295        841.35946444        505.53672106        254.96825957        165.92674776 
   90.0000       2260.81201306        983.07926308        844.12122578        506.96644589        255.73826852        166.48615613 
   90.2000       2269.71863704        986.55059932        846.85413557        508.38496839        256.52065416        167.03745144 
   90.4000       2278.59390617        990.00565279        849.60367783        509.80790941        257.32137951        167.58281242 
   90.6000       2287.48359541        993.43819992        852.33810089        511.21124357        258.13028910        168.11894162 
   90.8000       2296.38657693        996.86276685        855.05264265        512.62694400        258.94083131        168.65011870 
   91.0000       2305.28773214       1000.27146773        857.74143235        514.07045786        259.73825102        169.17779378 
