    time (ps)       MSD(A2) @ 1K        MSD(A2) @ 5K        MSD(A2) @ 10K        MSD(A2) @ 20K        MSD(A2) @ 30K        MSD(A2) @ 35K        
   74.2000        120.48495015        103.23571895         39.18941833          8.70230051          2.93981072          0.04889904 
   74.4000        121.09780328        103.62965431         39.35945073          8.73413419          2.94887275          0.05033147 
   74.6000        121.71061347        104.01736414         39.52318064          8.76734920          2.95811115          0.05172494 
   74.8000        122.32429823        104.39520482         39.68029634          8.80181635          2.96722352          0.05306806 
   75.0000        122.92829625        104.76311822         39.83405737          8.83814063          2.97664913          0.05437482 
   75.2000        123.52856944        105.11986434         39.98657007          8.87593560          2.98668966          0.05564006 
   75.4000        124.12288508        105.46100802         40.14028578          8.91451224          2.99726554          0.05681802 
   75.6000        124.71598363        105.78866064         40.29429425          8.95269932          3.00821878          0.05791436 
   75.8000        125.30518407        106.10549253         40.44718857          8.99187641          3.01961301          0.05891290 
   76.0000        125.88642080        106.41173918         40.60183035          9.03234636          3.03120754          0.05982015 
   76.2000        126.47031820        106.71434700         40.75855577          9.07391571          3.04260462          0.06061301 
   76.4000        127.04855617        107.01241441         40.91829862          9.11723035          3.05392474          0.06127639 
   76.6000        127.62682090        107.30476768         41.08423921          9.16198848          3.06477368          0.06181143 
   76.8000        128.20471216        107.59081914         41.25410175          9.20776162          3.07497844          0.06222284 
   77.0000        128.78286961        107.86686254         41.42446355          9.25553841          3.08556909          0.06249735 
   77.2000        129.36055807        108.13214142         41.59807988          9.30486473          3.09624865          0.06261399 
   77.4000        129.94295012        108.38299568         41.77491779          9.35472482          3.10706387          0.06256454 
   77.6000        130.51428006        108.62737344         41.95663843          9.40512963          3.11843264          0.06234872 
   77.8000        131.06996011        108.86320891         42.14032801          9.45683800          3.13029163          0.06196348 
   78.0000        131.62265876        109.08485211         42.32717342          9.50968277          3.14290547          0.06144023 
   78.2000        132.17924174        109.29533804         42.52030302          9.56303869          3.15613649          0.06077290 
   78.4000        132.73959168        109.49849834         42.71738085          9.61578482          3.17028160          0.05995319 
   78.6000        133.30910609        109.69829742         42.91547903          9.66903844          3.18507275          0.05898770 
   78.8000        133.87857299        109.89570246         43.11519444          9.72195813          3.20061361          0.05789734 
   79.0000        134.45464740        110.08793019         43.31671568          9.77462142          3.21688325          0.05668897 
   79.2000        135.04405311        110.27034354         43.52115439          9.82665628          3.23394780          0.05536099 
   79.4000        135.63528542        110.45468634         43.72584514          9.87807638          3.25123734          0.05393412 
   79.6000        136.23123265        110.64021183         43.93391671          9.92937410          3.26881295          0.05241575 
   79.8000        136.83536641        110.82942662         44.14037866          9.98035391          3.28639154          0.05079832 
   80.0000        137.44709526        111.02273191         44.34270624         10.03173012          3.30343879          0.04912913 
   80.2000        138.06209120        111.22114772         44.54159492         10.08396198          3.31979449          0.04743694 
   80.4000        138.67786060        111.42614181         44.73731661         10.13490647          3.33547855          0.04571981 
   80.6000        139.29024903        111.64309040         44.92875973         10.18515907          3.35048150          0.04400303 
   80.8000        139.89450228        111.86892044         45.11760372         10.23534779          3.36444302          0.04230302 
   81.0000        140.48964117        112.10348273         45.30155037         10.28445338          3.37712550          0.04061307 
   81.2000        141.08154965        112.34510445         45.48336219         10.33235766          3.38843231          0.03895047 
   81.4000        141.66407442        112.59192773         45.66142028         10.37922142          3.39862287          0.03731037 
   81.6000        142.24396031        112.83540420         45.83351012         10.42508125          3.40782455          0.03570328 
   81.8000        142.82187069        113.07986707         46.00016718         10.47078803          3.41562544          0.03413287 
   82.0000        143.39674227        113.32870798         46.16389578         10.51659594          3.42294148          0.03257368 
   82.2000        143.96932596        113.58272577         46.32380392         10.56338147          3.42943981          0.03105432 
   82.4000        144.54570059        113.84131065         46.48137341         10.61104651          3.43536450          0.02958849 
   82.6000        145.12766506        114.10237533         46.63735541         10.66040620          3.44095833          0.02815688 
   82.8000        145.71911898        114.36283062         46.79513953         10.71120842          3.44603869          0.02677094 
   83.0000        146.31303548        114.62334832         46.95050915         10.76496191          3.45116909          0.02545594 
   83.2000        146.91281761        114.88911585         47.10547129         10.82018703          3.45619144          0.02420758 
   83.4000        147.52097794        115.14910587         47.25935046         10.87657840          3.46125847          0.02302690 
   83.6000        148.12392230        115.40682459         47.41102916         10.93409881          3.46632994          0.02193145 
   83.8000        148.72205888        115.67029301         47.56320857         10.99328518          3.47212566          0.02093285 
   84.0000        149.31099997        115.93777476         47.71808605         11.05290619          3.47875326          0.02004775 
   84.2000        149.89186627        116.20896468         47.87645013         11.11146714          3.48577148          0.01928104 
   84.4000        150.46578871        116.48937002         48.03774009         11.16948985          3.49333412          0.01862390 
   84.6000        151.02771446        116.76648133         48.20453301         11.22567636          3.50164722          0.01807990 
   84.8000        151.58604185        117.04056392         48.37549305         11.28015014          3.51074627          0.01764865 
   85.0000        152.13438393        117.31631353         48.54368093         11.33356950          3.51980728          0.01735192 
   85.2000        152.68305059        117.59411808         48.70963026         11.38524246          3.52939618          0.01719237 
   85.4000        153.22772500        117.86973417         48.87463882         11.43526702          3.53891999          0.01716981 
   85.6000        153.76105057        118.14780554         49.03715472         11.48369248          3.54896581          0.01728725 
   85.8000        154.29435534        118.42785618         49.19949128         11.53107482          3.55935469          0.01753565 
   86.0000        154.84215409        118.70803745         49.36438277         11.57812880          3.56993502          0.01789993 
   86.2000        155.39977640        118.98465646         49.52998159         11.62570729          3.58087076          0.01836686 
   86.4000        155.96588504        119.25809498         49.69885916         11.67318459          3.59121596          0.01893823 
   86.6000        156.53769255        119.52575375         49.86491800         11.72029118          3.60105711          0.01963482 
   86.8000        157.12132451        119.79313107         50.03019982         11.76811988          3.61102712          0.02044193 
   87.0000        157.71761455        120.05996949         50.19817533         11.81787792          3.62103872          0.02135829 
   87.2000        158.32135017        120.31609645         50.36901634         11.86928033          3.63132669          0.02238190 
   87.4000        158.93288338        120.56951100         50.53895909         11.92258642          3.64170986          0.02348698 
   87.6000        159.54779968        120.81694422         50.70623488         11.97667333          3.65260661          0.02467490 
   87.8000        160.15932409        121.05246600         50.87404519         12.03329247          3.66366389          0.02593490 
   88.0000        160.75944906        121.28379963         51.03886746         12.09098601          3.67490677          0.02726939 
   88.2000        161.35191309        121.51874523         51.20361279         12.14927022          3.68658235          0.02865466 
   88.4000        161.93869422        121.76374634         51.36826749         12.20846777          3.69915061          0.03007665 
   88.6000        162.51670341        122.01524238         51.53021965         12.26797861          3.71221653          0.03153818 
   88.8000        163.08694120        122.27438932         51.69436198         12.32802361          3.72555499          0.03303264 
   89.0000        163.65615301        122.55289968         51.86067165         12.38755829          3.73974682          0.03455774 
   89.2000        164.22795244        122.84935476         52.02728896         12.44759229          3.75427338          0.03609742 
   89.4000        164.79962520        123.16501141         52.19195073         12.50784372          3.76875229          0.03766651 
   89.6000        165.36701604        123.50007665         52.36075315         12.56784441          3.78285615          0.03925016 
   89.8000        165.92674776        123.85271279         52.53142270         12.62636295          3.79719817          0.04083897 
   90.0000        166.48615613        124.21713045         52.70136587         12.68492427          3.81135506          0.04241055 
   90.2000        167.03745144        124.58829414         52.87449004         12.74230603          3.82497714          0.04394647 
   90.4000        167.58281242        124.96225209         53.04787895         12.79844247          3.83806390          0.04544263 
   90.6000        168.11894162        125.34142771         53.22164366         12.85225450          3.84991795          0.04690458 
   90.8000        168.65011870        125.73140366         53.39699005         12.90291798          3.86103650          0.04833558 
   91.0000        169.17779378        126.12841955         53.57072686         12.95092528          3.87148147          0.04971905 
   91.2000        169.69974484        126.53548936         53.74437685         12.99556817          3.88110411          0.05101571 
   91.4000        170.22768613        126.94933106         53.91982970         13.03539695          3.89028223          0.05221775 
   91.6000        170.75130657        127.36939326         54.09595330         13.07039668          3.89985451          0.05331566 
   91.8000        171.27408189        127.79426526         54.26913723         13.10084368          3.91002604          0.05428791 
   92.0000        171.79246962        128.21798963         54.44278709         13.12592056          3.92083594          0.05514591 
   92.2000        172.31448819        128.64394980         54.61605377         13.14706750          3.93302830          0.05587296 
   92.4000        172.83529823        129.06986497         54.78600538         13.16491569          3.94634916          0.05647273 
   92.6000        173.35071094        129.49327750         54.95164978         13.18089702          3.96112950          0.05697966 
   92.8000        173.86366727        129.91473918         55.11375404         13.19757728          3.97763018          0.05739619 
   93.0000        174.37920696        130.32763509         55.27074972         13.21399566          3.99551592          0.05774514 
   93.2000        174.88771302        130.74032153         55.42806722         13.23086635          4.01511631          0.05800680 
   93.4000        175.38592207        131.15734852         55.58343987         13.25011060          4.03649296          0.05820259 
   93.6000        175.88265151        131.57651769         55.72856734         13.27265563          4.05952886          0.05832494 
   93.8000        176.37859003        131.99623065         55.86583610         13.29831302          4.08333252          0.05836601 
   94.0000        176.87230585        132.41761419         55.99895424         13.32621338          4.10804637          0.05830358 
   94.2000        177.36030168        132.84204058         56.12156646         13.35668544          4.13348638          0.05813684 
   94.4000        177.84422520        133.28013366         56.23842915         13.39111594          4.15909979          0.05788207 
   94.6000        178.32841227        133.73251051         56.35498336         13.42906677          4.18487865          0.05753255 
   94.8000        178.81806648        134.19990777         56.46768579         13.46955380          4.21143502          0.05711040 
   95.0000        179.31181271        134.67297846         56.57548492         13.51274768          4.23845765          0.05661182 
   95.2000        179.80832285        135.15718365         56.68003840         13.55740654          4.26504302          0.05603021 
   95.4000        180.30733518        135.64390118         56.77873349         13.60466652          4.29121971          0.05537495 
   95.6000        180.81089352        136.13831165         56.87453569         13.65475451          4.31740075          0.05464880 
   95.8000        181.32089492        136.63353269         56.97056770         13.70703051          4.34407588          0.05382042 
   96.0000        181.83097568        137.12377988         57.06182423         13.76253673          4.37096890          0.05288703 
   96.2000        182.35387125        137.60892262         57.14967150         13.82112170          4.39851885          0.05185051 
   96.4000        182.87656084        138.08676728         57.23521138         13.88141341          4.42717188          0.05072645 
   96.6000        183.39654605        138.55388149         57.31797995         13.94280318          4.45688487          0.04953950 
   96.8000        183.91162487        139.01727332         57.39939937         14.00550735          4.48783737          0.04826004 
   97.0000        184.42116432        139.48082119         57.48356027         14.06911385          4.51914703          0.04691296 
   97.2000        184.91157730        139.93997452         57.56709172         14.13349143          4.55123779          0.04549119 
   97.4000        185.37930280        140.39800364         57.65111158         14.19756275          4.58408107          0.04402347 
   97.6000        185.81661161        140.85668287         57.73748600         14.26094418          4.61717246          0.04249827 
   97.8000        186.23966380        141.31657935         57.82281647         14.32418549          4.64962398          0.04094295 
   98.0000        186.65486382        141.78115324         57.90656267         14.38768021          4.68166629          0.03936661 
   98.2000        187.05104583        142.24706263         57.98864610         14.45300714          4.71253442          0.03780079 
   98.4000        187.44334988        142.71492600         58.07268730         14.51843220          4.74197854          0.03625610 
   98.6000        187.83016554        143.18685989         58.15565578         14.58480731          4.76987602          0.03474631 
   98.8000        188.21952352        143.66449108         58.24110594         14.65254232          4.79606882          0.03329104 
   99.0000        188.60541497        144.13400052         58.32445626         14.72051846          4.82085009          0.03188897 
   99.2000        188.98782239        144.59422798         58.40869420         14.78991480          4.84478322          0.03055440 
   99.4000        189.37549427        145.05483645         58.49059256         14.86040574          4.86844705          0.02928544 
   99.6000        189.77630817        145.51513082         58.56623484         14.93225643          4.89199929          0.02807813 
   99.8000        190.19006092        145.97112374         58.64206751         15.00702882          4.91548882          0.02695387 
  100.0000        190.61887261        146.42823429         58.71706511         15.08578303          4.93912364          0.02588693 
  100.2000        191.05163581        146.87276094         58.78951126         15.16791964          4.96246240          0.02486898 
  100.4000        191.48465544        147.30695865         58.85971948         15.25200602          4.98554313          0.02391138 
  100.6000        191.92116056        147.73137780         58.92584442         15.33798768          5.00787618          0.02299238 
  100.8000        192.35521153        148.14034801         58.99055422         15.42538188          5.02879167          0.02212210 
  101.0000        192.79616133        148.53624986         59.05417960         15.51376875          5.04872239          0.02131131 
  101.2000        193.23491473        148.92204910         59.11750085         15.60264178          5.06648616          0.02056369 
  101.4000        193.67132002        149.29644766         59.18068186         15.69335184          5.08218733          0.01988282 
  101.6000        194.10096822        149.66376448         59.24529204         15.78281168          5.09557605          0.01927480 
  101.8000        194.51602396        150.02263033         59.31675138         15.87091678          5.10675397          0.01872942 
  102.0000        194.92669324        150.37790382         59.39703984         15.95738493          5.11576707          0.01826390 
  102.2000        195.33025451        150.72356218         59.48513582         16.04094194          5.12306295          0.01787972 
  102.4000        195.72007958        151.06167627         59.58453609         16.12283711          5.12886123          0.01757541 
  102.6000        196.10171426        151.39277733         59.69094669         16.20308929          5.13346587          0.01736581 
  102.8000        196.46452817        151.71308010         59.80106628         16.27930712          5.13708765          0.01727411 
  103.0000        196.81410843        152.02381390         59.92336933         16.35204633          5.14028693          0.01729564 
  103.2000        197.14622096        152.32566640         60.05008742         16.42265620          5.14265342          0.01742525 
  103.4000        197.46503642        152.61866261         60.18313233         16.49063164          5.14417126          0.01767181 
  103.6000        197.77872999        152.89659906         60.31879634         16.55438267          5.14579664          0.01803673 
  103.8000        198.08233056        153.16711647         60.45644205         16.61521881          5.14727689          0.01851214 
  104.0000        198.37449396        153.43025212         60.59040335         16.67266618          5.14800534          0.01909133 
  104.2000        198.65437736        153.68059704         60.71959969         16.72536616          5.14803355          0.01977059 
  104.4000        198.92521641        153.91986244         60.84405458         16.77313142          5.14802422          0.02053284 
  104.6000        199.18465594        154.15888142         60.96120483         16.81631838          5.14805977          0.02139633 
  104.8000        199.44312040        154.39305983         61.07099189         16.85457707          5.14805694          0.02234896 
  105.0000        199.70187618        154.61436008         61.17678268         16.88924455          5.14733877          0.02339054 
  105.2000        199.96412311        154.83152476         61.27200860         16.91926123          5.14608673          0.02453469 
  105.4000        200.22525241        155.04381197         61.36486423         16.94462324          5.14419334          0.02574491 
  105.6000        200.49950533        155.25621654         61.45311143         16.96659930          5.14159716          0.02705456 
  105.8000        200.78562180        155.46954489         61.53682338         16.98657246          5.13778558          0.02847038 
  106.0000        201.07859996        155.68364434         61.61586781         17.00592048          5.13319434          0.02996666 
  106.2000        201.39238396        155.89774324         61.69211449         17.02318893          5.12769706          0.03152223 
  106.4000        201.71354988        156.11026532         61.76486841         17.04001931          5.12069278          0.03314447 
  106.6000        202.03878062        156.31645392         61.83460728         17.05607877          5.11190076          0.03483052 
  106.8000        202.37527706        156.51292319         61.90196120         17.07184106          5.10176890          0.03658968 
  107.0000        202.71191629        156.71102821         61.96786933         17.08656225          5.08978454          0.03839631 
  107.2000        203.05478938        156.91114947         62.03509419         17.10022615          5.07608102          0.04026253 
  107.4000        203.39823676        157.11258102         62.09827774         17.11373380          5.06096623          0.04215006 
  107.6000        203.74605202        157.31667261         62.16464872         17.12768092          5.04452504          0.04403579 
  107.8000        204.09293064        157.52636481         62.23316079         17.13965899          5.02603094          0.04590349 
  108.0000        204.45272475        157.74310897         62.30346342         17.14999984          5.00602298          0.04775064 
  108.2000        204.81557071        157.95781817         62.37558389         17.15994439          4.98474683          0.04958168 
  108.4000        205.17963404        158.17705574         62.45067565         17.16883130          4.96266528          0.05135417 
  108.6000        205.55297147        158.38674244         62.52756668         17.17807837          4.93989358          0.05303522 
  108.8000        205.92793231        158.59191668         62.60538552         17.18717609          4.91686065          0.05461462 
  109.0000        206.29485167        158.79570643         62.68478220         17.19457151          4.89325106          0.05609916 
  109.2000        206.65771327        158.99327674         62.76406081         17.20294629          4.86912300          0.05746402 
  109.4000        207.01018936        159.18239716         62.84708703         17.21030952          4.84475967          0.05871885 
  109.6000        207.35831123        159.36457204         62.93725170         17.21483545          4.82103566          0.05983711 
  109.8000        207.70208300        159.53756019         63.03440649         17.21737872          4.79793077          0.06082118 
  110.0000        208.03682059        159.70527006         63.13416660         17.21890127          4.77649656          0.06164848 
  110.2000        208.36985950        159.87319805         63.23432646         17.21862766          4.75642638          0.06233165 
  110.4000        208.69434697        160.03935418         63.33322397         17.21483785          4.73808516          0.06287182 
  110.6000        209.01829526        160.20333594         63.42691076         17.20821357          4.72182205          0.06327012 
  110.8000        209.32942337        160.36673837         63.51698766         17.19950402          4.70771806          0.06353300 
  111.0000        209.62309087        160.52193770         63.60816363         17.18739489          4.69655502          0.06366503 
  111.2000        209.90870520        160.68666508         63.69746288         17.17433288          4.68888007          0.06366841 
  111.4000        210.17976726        160.85378765         63.78251684         17.15893808          4.68460363          0.06355206 
  111.6000        210.43859759        161.02265869         63.86374817         17.14244782          4.68432438          0.06331569 
  111.8000        210.67152463        161.18942565         63.93954186         17.12696698          4.68760226          0.06298612 
  112.0000        210.88853741        161.35788223         64.01428322         17.11467132          4.69408210          0.06255476 
  112.2000        211.09516551        161.53452199         64.08357921         17.10309531          4.70286535          0.06203665 
  112.4000        211.28832962        161.71863012         64.14908393         17.09299412          4.71440596          0.06142657 
  112.6000        211.47027300        161.91088168         64.21246486         17.08417384          4.72802529          0.06070492 
  112.8000        211.64644010        162.11065500         64.27469751         17.07724497          4.74329686          0.05988934 
  113.0000        211.80780395        162.31890825         64.33395943         17.06967543          4.75929896          0.05895536 
  113.2000        211.96478954        162.55271417         64.39361196         17.05905955          4.77567968          0.05790957 
  113.4000        212.12227751        162.81075864         64.44835857         17.04868264          4.79206134          0.05673325 
  113.6000        212.26515735        163.08606185         64.50408078         17.03630702          4.80799684          0.05545783 
  113.8000        212.40686743        163.38747077         64.55667705         17.02340180          4.82293744          0.05407321 
  114.0000        212.54389105        163.70794350         64.60701163         17.01099725          4.83749091          0.05259535 
  114.2000        212.68836368        164.02707360         64.65776928         16.99709341          4.85166216          0.05104296 
  114.4000        212.84295680        164.35563483         64.70852520         16.98061385          4.86466136          0.04941112 
  114.6000        213.00272325        164.69648575         64.76003964         16.96232290          4.87681995          0.04771305 
  114.8000        213.16464620        165.03907415         64.81039118         16.94186377          4.88853070          0.04598332 
  115.0000        213.31973694        165.37905308         64.86585446         16.91978102          4.89933888          0.04423715 
  115.2000        213.48241323        165.71432002         64.92290391         16.89741872          4.90932469          0.04248422 
  115.4000        213.64962454        166.04182386         64.97976169         16.87334264          4.91871875          0.04073369 
  115.6000        213.82252831        166.35641815         65.03602331         16.84693757          4.92696262          0.03900609 
  115.8000        213.99750498        166.65947726         65.09311946         16.81789345          4.93493110          0.03732068 
  116.0000        214.18918865        166.95181054         65.15077891         16.78815279          4.94269302          0.03568192 
  116.2000        214.39227719        167.23670126         65.20321950         16.75694085          4.95065400          0.03413156 
  116.4000        214.60030326        167.52250795         65.24893152         16.72445002          4.95859450          0.03265313 
  116.6000        214.81906049        167.79735965         65.28778497         16.69120399          4.96764121          0.03125084 
  116.8000        215.04735474        168.06320450         65.32276577         16.65639917          4.97763636          0.02995439 
  117.0000        215.28959935        168.32768186         65.35921992         16.62064768          4.98896736          0.02874658 
  117.2000        215.54164153        168.58154849         65.39310022         16.58591345          5.00266740          0.02761803 
  117.4000        215.80198835        168.82657643         65.42529243         16.55038205          5.01849356          0.02660114 
  117.6000        216.06961589        169.06058350         65.46239867         16.51622303          5.03592649          0.02567940 
  117.8000        216.33563915        169.28594851         65.50084883         16.48473264          5.05503147          0.02486687 
  118.0000        216.58891123        169.50633421         65.54410781         16.45506940          5.07513912          0.02415081 
  118.2000        216.83201649        169.71505446         65.59153444         16.42812565          5.09600003          0.02351799 
  118.4000        217.06091378        169.91533971         65.64419208         16.40488572          5.11721630          0.02296908 
  118.6000        217.26858569        170.10852258         65.70295663         16.38467230          5.13899537          0.02250442 
  118.8000        217.45964260        170.29256766         65.76923884         16.36822706          5.16157717          0.02211283 
  119.0000        217.65056189        170.46889550         65.84131992         16.35512551          5.18513963          0.02180129 
  119.2000        217.84790356        170.64620810         65.91749366         16.34447227          5.20951307          0.02157540 
  119.4000        218.05311995        170.81318573         65.99827247         16.33597435          5.23436867          0.02143443 
  119.6000        218.26098968        170.97657807         66.08755093         16.32815978          5.25982271          0.02138927 
  119.8000        218.46657584        171.13660015         66.18261080         16.32223239          5.28621617          0.02143128 
  120.0000        218.67484069        171.29901372         66.28249067         16.31774051          5.31343491          0.02157001 
  120.2000        218.87862037        171.47023355         66.38801323         16.31096743          5.34176284          0.02179182 
  120.4000        219.08302893        171.64344929         66.49988404         16.30200466          5.37130505          0.02210220 
  120.6000        219.28532801        171.82290774         66.61497852         16.29081339          5.40183964          0.02249032 
  120.8000        219.48124683        172.01484703         66.73706495         16.27763900          5.43281600          0.02295721 
  121.0000        219.65943977        172.21034834         66.86458788         16.26280549          5.46436084          0.02350764 
  121.2000        219.82141311        172.40922997         66.99559902         16.24580308          5.49649901          0.02412573 
  121.4000        219.97691369        172.60212863         67.13004481         16.22797899          5.52865424          0.02480533 
  121.6000        220.11693154        172.78916991         67.26293453         16.20854877          5.56053371          0.02554219 
  121.8000        220.24079047        172.97585794         67.39402050         16.18912788          5.59312896          0.02632463 
  122.0000        220.35389484        173.15004864         67.52449998         16.17283713          5.62631187          0.02716453 
  122.2000        220.45368300        173.31010983         67.65563849         16.15872081          5.66000045          0.02807860 
  122.4000        220.54335091        173.45609357         67.78586012         16.14599606          5.69463018          0.02904788 
  122.6000        220.61761512        173.59007331         67.91476314         16.13427611          5.73014299          0.03007713 
  122.8000        220.68087151        173.71153441         68.03991160         16.12272587          5.76624904          0.03116257 
  123.0000        220.73591805        173.82793854         68.16496736         16.11229339          5.80339454          0.03230356 
  123.2000        220.78019816        173.93927108         68.28870358         16.10366207          5.84189545          0.03349082 
  123.4000        220.80996231        174.04558173         68.41197937         16.09627658          5.88135502          0.03471239 
  123.6000        220.83194145        174.14407667         68.53440977         16.09191851          5.92159559          0.03596576 
  123.8000        220.85369262        174.24237762         68.65827656         16.08886514          5.96306059          0.03725798 
  124.0000        220.86900404        174.34649378         68.78295855         16.08760483          6.00618845          0.03859567 
  124.2000        220.88398053        174.45048627         68.90837898         16.08741618          6.05038871          0.03993806 
  124.4000        220.89992942        174.56756421         69.03405097         16.08872812          6.09628864          0.04128531 
  124.6000        220.92003352        174.69392839         69.16509150         16.09181779          6.14298604          0.04261120 
  124.8000        220.93265936        174.82763721         69.30194935         16.09738098          6.19055375          0.04392976 
  125.0000        220.93839746        174.97178624         69.44514816         16.10568907          6.23927118          0.04522840 
  125.2000        220.94184508        175.12745245         69.59163408         16.11653602          6.28840437          0.04651703 
  125.4000        220.95232769        175.28890031         69.74337639         16.12981391          6.33832860          0.04778453 
  125.6000        220.97450534        175.45188593         69.90664073         16.14513734          6.38802140          0.04901893 
  125.8000        221.00499339        175.63470548         70.07801870         16.16280404          6.43675919          0.05021408 
  126.0000        221.04942638        175.83555986         70.25289069         16.17922401          6.48520502          0.05137592 
  126.2000        221.10286194        176.04543366         70.42713573         16.19561069          6.53248214          0.05247614 
  126.4000        221.16744730        176.26131511         70.60287578         16.21224878          6.57720809          0.05353360 
  126.6000        221.23364322        176.48425509         70.78160872         16.23026509          6.61910518          0.05453270 
  126.8000        221.30736546        176.71766357         70.96239753         16.24943104          6.65884720          0.05545933 
  127.0000        221.38566948        176.95826210         71.14341797         16.26892068          6.69579996          0.05632337 
  127.2000        221.46878488        177.20858211         71.32058730         16.29086542          6.72971611          0.05710928 
  127.4000        221.55881219        177.45612291         71.49142052         16.31657742          6.76137465          0.05781660 
  127.6000        221.65504979        177.70373649         71.65603295         16.34569016          6.79088941          0.05841441 
  127.8000        221.75910612        177.94828192         71.81677634         16.37883199          6.81885489          0.05889933 
  128.0000        221.86661071        178.18365541         71.97458420         16.41552857          6.84585844          0.05931674 
  128.2000        221.98654310        178.41160250         72.12790371         16.45713961          6.87202145          0.05965456 
  128.4000        222.11418189        178.62938360         72.27665258         16.50265365          6.89737224          0.05987127 
  128.6000        222.24193004        178.83289519         72.42256450         16.55182817          6.92285540          0.05996632 
  128.8000        222.37419568        179.01798409         72.56776961         16.60135450          6.94867024          0.05993576 
  129.0000        222.50134677        179.18381733         72.70951742         16.65267397          6.97510545          0.05980165 
  129.2000        222.62576816        179.32836358         72.84787429         16.70489304          7.00299738          0.05953970 
  129.4000        222.74077752        179.46636378         72.98508272         16.75608540          7.03138935          0.05915186 
  129.6000        222.84056374        179.58984269         73.11976988         16.80563164          7.06067644          0.05866062 
  129.8000        222.93728094        179.69298081         73.25041512         16.85492259          7.09118217          0.05807106 
  130.0000        223.01758639        179.77921038         73.37525355         16.90457525          7.12228736          0.05737272 
  130.2000        223.08463870        179.85082897         73.49373323         16.95450683          7.15441463          0.05655291 
  130.4000        223.13835613        179.92168519         73.60810997         17.00501125          7.18695887          0.05564937 
  130.6000        223.18216461        179.98765370         73.71910098         17.05732062          7.22011581          0.05467837 
  130.8000        223.22337192        180.05262754         73.82583092         17.11072490          7.25290056          0.05364704 
  131.0000        223.27026311        180.11847434         73.92962286         17.16713893          7.28558593          0.05255614 
  131.2000        223.31560750        180.19449137         74.03137707         17.22696489          7.31777980          0.05142113 
  131.4000        223.36925099        180.26738987         74.13196828         17.28899456          7.34912106          0.05024023 
  131.6000        223.43384257        180.34422343         74.23028720         17.35396482          7.37872068          0.04900126 
  131.8000        223.51659101        180.43087431         74.33357459         17.42078819          7.40709920          0.04770359 
  132.0000        223.61893765        180.52766475         74.43803052         17.48812033          7.43457934          0.04637786 
  132.2000        223.72503554        180.63383502         74.54359563         17.55494837          7.46075281          0.04499842 
  132.4000        223.85663648        180.75152152         74.65347238         17.62307308          7.48597871          0.04359761 
  132.6000        224.00661026        180.87774855         74.76715331         17.69105461          7.51080227          0.04218290 
  132.8000        224.17674138        181.01437919         74.88427526         17.75805426          7.53552883          0.04076297 
  133.0000        224.37811317        181.15509914         75.00299424         17.82479672          7.55942723          0.03935411 
  133.2000        224.60215022        181.30654397         75.12176767         17.89113898          7.58340954          0.03795870 
  133.4000        224.84108848        181.47024087         75.24135443         17.95675643          7.60813414          0.03659230 
  133.6000        225.08537140        181.64157207         75.36406258         18.02301276          7.63322397          0.03526444 
  133.8000        225.34021144        181.81967857         75.48783876         18.08773359          7.65941119          0.03399320 
  134.0000        225.61553806        182.00303793         75.61185998         18.15012925          7.68692735          0.03275868 
  134.2000        225.90467809        182.19123594         75.73195547         18.21222647          7.71543037          0.03159396 
  134.4000        226.19315337        182.38346164         75.85193114         18.27199367          7.74474572          0.03051324 
  134.6000        226.48604253        182.57852941         75.96974232         18.32790837          7.77442203          0.02949697 
  134.8000        226.77624867        182.76605267         76.08146387         18.38075657          7.80431863          0.02854908 
  135.0000        227.06549895        182.95062733         76.18997182         18.42984190          7.83429097          0.02768871 
  135.2000        227.36437024        183.13510660         76.29264491         18.47525093          7.86405112          0.02691183 
  135.4000        227.66548221        183.31937994         76.39052344         18.51730742          7.89264859          0.02624000 
  135.6000        227.96423330        183.49678605         76.48774119         18.55420773          7.91989794          0.02567529 
  135.8000        228.26176421        183.67215015         76.58365064         18.58636163          7.94551846          0.02523594 
  136.0000        228.55486872        183.84829644         76.68351998         18.61305644          7.96946395          0.02491921 
  136.2000        228.84497792        184.01709172         76.78782344         18.63586199          7.99154478          0.02472294 
  136.4000        229.13029028        184.18755771         76.89627205         18.65383224          8.01294748          0.02461902 
  136.6000        229.40730749        184.35857548         77.00838321         18.66713689          8.03300979          0.02460331 
  136.8000        229.68362144        184.53500181         77.12482924         18.67742587          8.05216267          0.02468291 
  137.0000        229.95460422        184.72540882         77.24631629         18.68478572          8.07077598          0.02484564 
  137.2000        230.22254784        184.92295338         77.37239419         18.69013555          8.08865203          0.02508346 
  137.4000        230.48788779        185.12956658         77.50306091         18.69169957          8.10620714          0.02540156 
  137.6000        230.75778627        185.34706456         77.63737213         18.69132764          8.12404115          0.02580600 
  137.8000        231.03430251        185.58118301         77.77446780         18.68940529          8.14133942          0.02629642 
  138.0000        231.31266640        185.82918715         77.90559135         18.68468592          8.15786560          0.02688378 
  138.2000        231.59753393        186.09550742         78.03429998         18.67684580          8.17404442          0.02755850 
  138.4000        231.87392293        186.38224533         78.16283588         18.66745024          8.18984331          0.02829646 
  138.6000        232.13809960        186.68566669         78.29192806         18.65472879          8.20415965          0.02911620 
