    time (ps)       MSD(A2) @ 150K      MSD(A2) @ 200K      MSD(A2) @ 250K      MSD(A2) @ 300K      MSD(A2) @ 400K      MSD(A2) @ 500K        
  109.8000      12932.60319981      11087.12708361       7018.03322729       5532.98364623       4297.69229636       3175.42945720 
  110.0000      12978.51428851      11123.95452861       7041.55126251       5550.30612279       4311.55218952       3184.38877671 
  110.2000      13024.41701068      11160.83357370       7065.24989658       5567.61690935       4325.45957655       3193.43597919 
  110.4000      13070.22666797      11197.50857965       7089.00189985       5584.97632216       4339.34969360       3202.57511239 
  110.6000      13116.37922679      11234.30688068       7112.88316857       5602.55331039       4353.24363694       3211.74606495 
  110.8000      13162.51950684      11271.28267908       7136.94226671       5620.25842577       4367.19297949       3220.99941186 
  111.0000      13208.91041497      11308.60333178       7161.18898587       5638.05459553       4381.24487126       3230.24306283 
  111.2000      13255.45793301      11346.15454227       7185.51706045       5656.09066455       4395.34841678       3239.46855167 
  111.4000      13302.11521019      11383.67625128       7210.11952985       5674.27558481       4409.47884917       3248.65623260 
  111.6000      13349.16521233      11420.85536366       7234.75608856       5692.51994697       4423.60450340       3257.85960860 
  111.8000      13397.10377420      11458.02966764       7259.23460807       5710.66679878       4437.80073428       3267.03383704 
  112.0000      13445.35986681      11495.69544073       7283.64794444       5728.74274969       4452.08538098       3276.21733217 
  112.2000      13493.78715968      11533.66570295       7307.99929022       5746.96383201       4466.42032840       3285.47452876 
  112.4000      13542.39559511      11571.63463367       7332.07378136       5765.28487906       4480.81272013       3294.86332636 
  112.6000      13590.53895506      11609.52761244       7355.92159659       5783.83728728       4495.30661672       3304.31160424 
  112.8000      13638.62242557      11647.38220171       7379.77966689       5802.54940571       4509.76898944       3313.76672088 
  113.0000      13686.66484207      11685.41895872       7403.50960919       5821.28716547       4524.19514593       3323.22785461 
  113.2000      13734.72412275      11723.64342140       7426.99384648       5840.10287741       4538.71794178       3332.65626128 
  113.4000      13783.28956861      11762.00069360       7450.59555893       5858.86603094       4553.25078328       3342.03930091 
  113.6000      13832.12009798      11800.27223141       7474.20869842       5877.59227180       4567.91734495       3351.41157563 
  113.8000      13881.02775769      11838.12234499       7497.94661874       5896.22472870       4582.57330917       3360.68090707 
  114.0000      13929.81646885      11875.75817595       7521.65237675       5915.09415551       4597.33930633       3369.91431255 
  114.2000      13978.86934530      11913.43803550       7545.36165355       5934.10950120       4612.22869041       3379.16809125 
  114.4000      14027.90373039      11951.24715532       7569.14841130       5953.18362659       4627.21433997       3388.43272941 
  114.6000      14076.83865439      11989.03307595       7593.05691293       5972.18187796       4642.39332438       3397.74310540 
  114.8000      14126.01348278      12026.76590752       7616.91944853       5991.25881438       4657.70970378       3407.01378115 
  115.0000      14175.22355040      12064.72409547       7640.74588505       6010.52800730       4673.23945092       3416.21755843 
  115.2000      14224.21676902      12102.75638329       7664.50848435       6029.99682643       4688.92293120       3425.46161245 
  115.4000      14273.00540018      12140.56009237       7688.26831778       6049.63339630       4704.68279636       3434.78266123 
  115.6000      14321.67867285      12178.17886626       7712.06267223       6069.38781042       4720.55642089       3444.14264733 
  115.8000      14370.42752141      12215.99575327       7735.90958209       6089.26203696       4736.41610586       3453.54870071 
  116.0000      14419.25443260      12254.09424240       7759.72208472       6109.06171426       4752.31209751       3463.06045238 
  116.2000      14468.34934744      12292.39530775       7783.28794491       6128.67777297       4768.10198663       3472.62656471 
  116.4000      14517.57532267      12330.80072878       7806.95381480       6148.27797667       4783.80279492       3482.23640451 
  116.6000      14567.08743308      12369.22621172       7830.64532492       6167.98303853       4799.49817270       3491.83917378 
  116.8000      14616.26760493      12407.52634442       7854.33517683       6187.79946889       4815.10277652       3501.52326822 
  117.0000      14665.18225460      12446.21642931       7878.00737892       6207.77321528       4830.66228929       3511.21438901 
  117.2000      14713.96639439      12484.90073498       7901.70018031       6228.03736386       4846.27176006       3520.96401589 
  117.4000      14762.96280862      12523.39877960       7925.48281206       6248.49591050       4862.00243945       3530.74288763 
  117.6000      14812.42912227      12562.07904276       7949.13265150       6269.06739397       4877.72595253       3540.59400569 
  117.8000      14861.96149911      12600.77395626       7972.89581159       6289.72203508       4893.32686862       3550.46998194 
  118.0000      14911.49242946      12639.53134299       7996.73414268       6310.60706168       4908.91428683       3560.38877615 
  118.2000      14960.83676579      12678.39326483       8020.70120810       6331.44322835       4924.48824216       3570.33841268 
  118.4000      15010.23758344      12717.34748661       8044.80318018       6352.22945266       4940.01549546       3580.33801771 
  118.6000      15059.81007997      12756.47581828       8068.87929211       6373.18554705       4955.49621966       3590.39212684 
  118.8000      15109.06553505      12795.78935078       8093.02360961       6394.05357223       4971.00434084       3600.44207801 
  119.0000      15158.31174469      12835.05811733       8117.25961201       6414.99448611       4986.55341858       3610.53338629 
  119.2000      15207.57404086      12874.31896950       8141.50848342       6436.06149664       5002.03662328       3620.65301766 
  119.4000      15256.63425919      12913.41175123       8165.91146382       6457.28492287       5017.58151439       3630.83666630 
  119.6000      15305.58769060      12952.62819900       8190.55671189       6478.38655859       5033.30269331       3641.05274243 
  119.8000      15354.67977836      12992.02765888       8215.14678038       6499.53649116       5049.24220336       3651.29579863 
  120.0000      15403.64285436      13031.56414011       8240.00096913       6520.70308203       5065.33584802       3661.61057890 
  120.2000      15452.76055660      13070.78268276       8264.92087783       6541.98758814       5081.52072803       3671.95148418 
  120.4000      15501.82166295      13109.57351762       8289.74444355       6563.32251913       5097.73377938       3682.27348427 
  120.6000      15550.29069908      13147.93951809       8314.65318554       6584.60400867       5113.98555669       3692.61185443 
  120.8000      15598.80247113      13186.40526623       8339.62271633       6605.78625252       5130.30175595       3702.86701116 
  121.0000      15647.62538075      13224.38616342       8364.38635637       6627.00069120       5146.59378213       3713.12985469 
  121.2000      15696.46909634      13262.39999241       8389.29825376       6648.32445571       5162.94486754       3723.37771379 
  121.4000      15745.36469460      13300.48255111       8414.12289084       6669.78092259       5179.29812325       3733.61297427 
  121.6000      15794.69418722      13338.78676568       8438.99254977       6691.16412549       5195.68318329       3743.79403451 
  121.8000      15844.27500365      13377.03819480       8464.08657962       6712.64828627       5212.15790932       3753.92996141 
  122.0000      15894.22673038      13415.26018322       8489.40305961       6734.25139763       5228.78685995       3764.06627955 
  122.2000      15944.33672444      13453.23212227       8514.78839166       6756.06763129       5245.53095442       3774.23115464 
  122.4000      15994.20006046      13491.14045374       8540.03260663       6778.15432186       5262.43114531       3784.38243028 
  122.6000      16044.00857279      13529.02201857       8565.24081778       6800.12906063       5279.34914898       3794.54751848 
  122.8000      16094.02429069      13567.05312090       8590.55114596       6821.97185302       5296.47189307       3804.79527320 
  123.0000      16144.32345486      13605.19982065       8616.27073971       6843.71191364       5313.61390636       3815.05799342 
  123.2000      16194.75956010      13643.44472204       8642.14155444       6865.46613963       5330.75456960       3825.34579343 
  123.4000      16245.04388561      13681.46620114       8668.13996487       6887.26740778       5347.90154867       3835.62328230 
  123.6000      16294.94867797      13719.15099543       8694.14104837       6909.11932288       5364.99633716       3845.85668957 
  123.8000      16345.04521807      13756.92830826       8720.01363748       6931.18053190       5382.20827073       3856.13182659 
  124.0000      16395.29421877      13795.13233074       8745.94049954       6953.40459055       5399.34812205       3866.39774068 
  124.2000      16445.09646585      13833.60728628       8771.67445450       6975.63748320       5416.43349949       3876.67287687 
  124.4000      16495.05894481      13872.11044574       8797.26240074       6997.87491352       5433.46667315       3886.94460521 
  124.6000      16544.99226472      13910.82070515       8822.80157402       7020.19929669       5450.46727164       3897.18071394 
  124.8000      16594.96757726      13949.61254167       8848.55717907       7042.41632898       5467.39550633       3907.47260109 
  125.0000      16644.69394448      13988.28958057       8874.28295346       7064.55964636       5484.44220060       3917.78048573 
  125.2000      16694.28363893      14027.36170574       8899.94477150       7086.64775412       5501.48560660       3928.22881236 
  125.4000      16743.81431497      14066.38258181       8925.38271728       7108.81063552       5518.44058051       3938.83977110 
  125.6000      16793.60649811      14105.16380896       8950.78781841       7131.26656879       5535.30121507       3949.56463863 
  125.8000      16843.03399213      14144.20243743       8976.06569420       7153.92312265       5552.09679426       3960.37625868 
  126.0000      16891.97249645      14183.52206318       9001.43048081       7176.56708769       5568.78435621       3971.14659912 
  126.2000      16940.88257556      14222.95517338       9026.70573532       7199.28917532       5585.36728784       3981.83256882 
  126.4000      16990.07732307      14262.20394225       9052.18110499       7222.07425992       5601.92195302       3992.41721888 
  126.6000      17039.12165384      14301.38957615       9077.77556994       7244.92721740       5618.48554080       4003.02829311 
  126.8000      17088.06887988      14340.88352834       9103.62573166       7267.95439555       5635.06672492       4013.67437949 
  127.0000      17136.98203084      14380.70128828       9129.41478275       7291.03001960       5651.68361342       4024.42604402 
  127.2000      17185.88560159      14420.67171862       9155.26631155       7314.03769755       5668.30254568       4035.17738495 
  127.4000      17234.71912199      14460.60731418       9180.96034894       7337.11610277       5684.85136035       4045.93118814 
  127.6000      17283.63645254      14500.46155592       9206.60808462       7360.15015737       5701.45207417       4056.76730701 
  127.8000      17332.81565581      14539.95966353       9232.37575334       7382.96935291       5718.12506996       4067.51707632 
  128.0000      17381.72919370      14579.48964477       9258.14543778       7405.86208036       5734.67566537       4078.36927745 
  128.2000      17430.47466947      14619.29508646       9284.05615448       7428.88532071       5751.15768822       4089.23794259 
  128.4000      17479.05375286      14659.23140731       9309.89933987       7452.05301584       5767.47203407       4100.01621136 
  128.6000      17527.16906565      14699.31845872       9335.63605613       7475.40521406       5783.79063645       4110.75613664 
  128.8000      17574.88159595      14739.29718598       9361.37760883       7498.83983114       5800.19985740       4121.47628989 
  129.0000      17622.44042775      14779.42036681       9387.09475742       7522.24179324       5816.77677888       4132.18794947 
  129.2000      17670.33827782      14819.55998732       9412.89003520       7545.58733916       5833.58835513       4142.84369942 
  129.4000      17718.60264636      14859.51041440       9438.76341782       7568.92771213       5850.46301472       4153.34017955 
  129.6000      17766.67598592      14899.39618266       9464.73690980       7592.39851748       5867.31406483       4163.84449484 
  129.8000      17814.63066736      14939.39888259       9490.80202661       7615.96647531       5884.30194861       4174.31239540 
  130.0000      17863.07706182      14979.75556129       9516.91675992       7639.64515683       5901.44456804       4184.76930336 
  130.2000      17911.68583415      15020.39342638       9542.98729192       7663.33350661       5918.66378701       4195.21141213 
  130.4000      17960.69593301      15060.71780948       9569.11882273       7687.01349076       5935.82255467       4205.68949856 
  130.6000      18009.85019863      15100.93295878       9595.30485525       7710.51080504       5952.75276412       4216.23500945 
  130.8000      18059.00465604      15141.10526674       9621.27316364       7733.91958258       5969.63606811       4226.80947111 
  131.0000      18108.26374470      15181.59881224       9647.08103996       7757.25073860       5986.53504824       4237.48525570 
  131.2000      18157.90647182      15222.12640583       9672.67633449       7780.50095910       6003.48398627       4248.29329039 
  131.4000      18208.01273282      15262.54159579       9698.14628951       7803.73022862       6020.50321634       4259.24544363 
  131.6000      18258.43485295      15302.71422630       9723.62067605       7826.98826660       6037.56406302       4270.35800634 
  131.8000      18309.17082678      15342.94966528       9749.07554545       7850.43410233       6054.61416605       4281.62326699 
  132.0000      18360.24777462      15383.28170846       9774.36341174       7873.95069420       6071.58769000       4292.99949619 
  132.2000      18411.67082132      15423.66603647       9799.76555149       7897.59388157       6088.45086806       4304.44004975 
  132.4000      18463.49086078      15464.21614317       9825.31945808       7921.08993905       6105.32858494       4315.86296889 
  132.6000      18515.37922061      15504.97097143       9850.98903299       7944.46325082       6122.17097141       4327.34004434 
  132.8000      18567.44288036      15545.80553919       9876.91643976       7967.81540711       6138.97164980       4338.83700571 
  133.0000      18619.41368907      15586.63402942       9902.88925119       7991.09569320       6155.92960558       4350.22754610 
  133.2000      18671.17966709      15627.26270513       9928.93410970       8014.52105200       6172.97087735       4361.55092892 
  133.4000      18723.03157449      15668.03122295       9955.36755990       8038.24272934       6190.09189693       4372.81104917 
  133.6000      18775.13827929      15708.97748525       9982.29212993       8062.29526755       6207.26635436       4384.14266294 
  133.8000      18827.25013543      15749.80197052      10009.22690901       8086.54255588       6224.46535102       4395.45973303 
  134.0000      18879.58769423      15790.36368110      10036.20192510       8110.89951619       6241.88954456       4406.75778194 
  134.2000      18932.25421655      15831.07064618      10063.43291723       8135.20029102       6259.47157664       4417.92991413 
  134.4000      18984.79601622      15871.69420086      10090.85183017       8159.30963903       6277.11200559       4428.99811470 
  134.6000      19037.34554665      15912.46433891      10118.36907791       8183.28419890       6294.76900583       4440.12953709 
  134.8000      19090.10446377      15953.13333994      10145.73623838       8207.14217166       6312.47643596       4451.28397730 
  135.0000      19143.43271474      15993.54082537      10172.95427706       8231.04695123       6330.08562876       4462.40323219 
  135.2000      19196.69372658      16033.81953562      10200.09331129       8254.93412161       6347.63433443       4473.47200921 
  135.4000      19250.03012257      16073.88312486      10227.15089679       8278.84924481       6365.20664537       4484.43903179 
  135.6000      19303.27054943      16113.74880607      10254.37183851       8302.50338568       6382.71952195       4495.41348281 
  135.8000      19356.29818006      16153.63340499      10281.46469774       8326.02309706       6400.19425990       4506.56454396 
  136.0000      19409.17739407      16193.60188194      10308.41431293       8349.56415919       6417.37857139       4517.79029083 
  136.2000      19462.06752059      16233.57668820      10335.32604814       8373.02232734       6434.40546999       4529.07248745 
  136.4000      19515.02576327      16273.58907764      10362.20784548       8396.33378727       6451.43932263       4540.43689812 
  136.6000      19567.82814714      16313.49693315      10389.12930277       8419.65309269       6468.44843494       4551.68701655 
  136.8000      19620.60609494      16353.25118150      10415.94357097       8443.14704143       6485.50683193       4562.78075248 
  137.0000      19673.69353770      16393.26570634      10442.91084696       8466.75960416       6502.48254607       4573.82017212 
  137.2000      19727.27225187      16433.55252567      10470.05470966       8490.53685693       6519.35781346       4584.86551405 
  137.4000      19780.99204700      16474.01321921      10497.26227339       8514.42565831       6536.22212257       4595.93847992 
  137.6000      19834.87050835      16514.84990909      10524.67514898       8538.35493554       6553.12359096       4607.08294291 
  137.8000      19888.74903087      16555.79574252      10552.11706549       8562.38063356       6570.10075294       4618.30077983 
  138.0000      19943.10635994      16596.36565645      10579.83735899       8586.53324255       6587.14540814       4629.52538529 
  138.2000      19997.91962129      16636.97034234      10607.61696667       8610.72921513       6604.19401427       4640.76727008 
  138.4000      20053.07088658      16677.80527859      10635.44209013       8634.73061915       6621.12066430       4652.05870143 
  138.6000      20107.82491084      16718.78088777      10663.32210800       8658.64021564       6637.98840167       4663.30045517 
  138.8000      20162.19234782      16760.02191136      10691.24655134       8682.57165890       6654.80499876       4674.64463371 
  139.0000      20216.66624562      16801.39103417      10719.20523888       8706.56368257       6671.70165418       4685.99632230 
  139.2000      20271.63022706      16842.54750924      10747.07812551       8730.56824989       6688.75885123       4697.32189805 
  139.4000      20326.99054807      16883.79197352      10775.07232646       8754.46920870       6706.04423650       4708.63251905 
  139.6000      20382.59286659      16925.10465745      10803.20976856       8778.39118562       6723.48142077       4719.96258103 
  139.8000      20438.08270002      16966.27379356      10831.50707048       8802.31608948       6741.05861707       4731.30740769 
  140.0000      20493.19325334      17007.74763348      10859.97733875       8826.21787585       6758.71836505       4742.62056455 
  140.2000      20548.29120420      17049.13665804      10888.37300558       8850.05555471       6776.45943597       4754.02398254 
  140.4000      20604.03275221      17090.51425746      10916.78443769       8873.87667937       6794.40446107       4765.50215872 
  140.6000      20659.33919233      17131.97171846      10945.04497853       8897.87696482       6812.42935125       4777.16295816 
  140.8000      20714.87209038      17173.56436424      10973.25199229       8921.89142509       6830.51857606       4788.97031698 
  141.0000      20770.85363591      17215.17303999      11001.48371307       8945.81640799       6848.68632464       4800.76174174 
  141.2000      20826.82957941      17256.49365940      11029.74149648       8969.72264723       6866.83175662       4812.43585793 
  141.4000      20882.65502761      17297.80114745      11058.14260201       8993.58932760       6884.91138758       4824.19069451 
  141.6000      20937.97396018      17339.29035234      11086.45370310       9017.44639990       6902.89767229       4835.90044763 
  141.8000      20993.49696205      17380.53686743      11114.76107863       9041.49257067       6920.79315268       4847.61387095 
  142.0000      21049.09334622      17422.06725180      11143.19783823       9065.49193599       6938.54015623       4859.29800084 
  142.2000      21105.03154379      17463.64462952      11171.52671036       9089.27737533       6956.14255317       4871.02871825 
  142.4000      21161.27257286      17505.01636409      11199.82944385       9112.85617115       6973.70182184       4882.80868351 
  142.6000      21218.22664496      17546.22819326      11228.13325995       9136.29212272       6991.28149169       4894.53825927 
  142.8000      21275.35321623      17587.51348350      11256.40143252       9159.58336756       7008.98171419       4906.36339226 
  143.0000      21332.31836903      17629.15181900      11284.92328072       9182.73261459       7026.94601879       4918.20774078 
  143.2000      21389.09097969      17670.89073013      11313.56132144       9205.68915829       7045.15323555       4930.03299090 
  143.4000      21446.03906608      17712.46266913      11342.30847816       9228.61510259       7063.42111278       4941.87130887 
  143.6000      21503.01857550      17754.10837456      11371.04838339       9251.60822755       7081.65866067       4953.68559251 
  143.8000      21559.76647727      17795.98564874      11399.57418188       9274.70146338       7099.81870195       4965.57733769 
  144.0000      21616.14701500      17838.10301441      11428.09971707       9297.71627870       7118.04767659       4977.56669808 
  144.2000      21672.81438064      17880.39978330      11456.42737308       9320.70916014       7136.19957705       4989.54805496 
  144.4000      21729.42747851      17922.90810207      11484.54143124       9343.60511102       7154.44741134       5001.40446111 
  144.6000      21786.05002569      17965.34723994      11512.69083763       9366.44026583       7172.61561554       5013.13914372 
  144.8000      21842.70242915      18007.88697153      11540.72696737       9389.25997423       7190.81548229       5024.76706460 
  145.0000      21899.18018504      18051.00421332      11568.66502888       9412.00406058       7209.00669940       5036.34391559 
  145.2000      21955.99282979      18094.06504472      11596.43060046       9434.84977659       7227.18936811       5047.92340646 
  145.4000      22013.00849215      18137.41408594      11624.15989259       9457.72299326       7245.43554139       5059.60013297 
  145.6000      22069.93558964      18180.40966669      11651.95667194       9480.42766743       7263.75731960       5071.36752385 
  145.8000      22126.74805976      18223.28722174      11679.52299237       9503.03282087       7281.90651006       5083.15883762 
  146.0000      22183.51005672      18266.13682779      11707.11560491       9525.61283177       7300.03264801       5094.92426503 
  146.2000      22240.54160358      18308.76723326      11734.82846895       9548.28185863       7318.19575421       5106.61233260 
  146.4000      22297.36151182      18351.32650914      11762.60391708       9570.98758529       7336.40121753       5118.21217438 
  146.6000      22354.49540197      18393.81480109      11790.30669673       9593.75380232       7354.75830874       5129.81107090 
  146.8000      22411.71481868      18436.56486248      11817.87057263       9616.52590670       7373.22065656       5141.51523443 
  147.0000      22469.59939694      18479.29313649      11845.41573506       9639.28884932       7391.66481217       5153.28165755 
  147.2000      22527.61963090      18521.75029618      11873.32342931       9662.15446555       7410.09957461       5165.00056568 
  147.4000      22586.04912276      18564.22903481      11901.17424324       9684.85278386       7428.55716538       5176.72703593 
  147.6000      22644.53960097      18606.72288536      11929.26453936       9707.45138903       7447.17427267       5188.43243470 
  147.8000      22702.92009790      18649.12081773      11957.44228963       9729.93117952       7465.88231463       5200.29885836 
  148.0000      22761.21313397      18691.14485135      11985.86586980       9752.63431710       7484.70002050       5212.19410724 
  148.2000      22819.39843524      18733.00476852      12014.39532594       9775.35007299       7503.58072154       5224.14328532 
  148.4000      22877.81459551      18775.17789279      12043.17630586       9797.78373680       7522.46380643       5236.08874847 
  148.6000      22936.47989196      18817.54775315      12072.01523417       9820.31459472       7541.52574093       5248.00923213 
  148.8000      22995.51469864      18859.95840044      12101.35027128       9843.04951864       7560.53888930       5259.98697085 
  149.0000      23054.63632440      18902.17470612      12130.44998983       9865.93973447       7579.33675986       5272.13987552 
  149.2000      23113.69598763      18944.04100303      12159.72141774       9888.75511077       7598.00615155       5284.27585337 
  149.4000      23173.04135181      18985.82011613      12189.04417786       9911.47421011       7616.57791927       5296.36812680 
  149.6000      23232.54718057      19027.98985887      12218.27932715       9934.25541793       7634.95859602       5308.36097067 
  149.8000      23292.19635696      19070.50777764      12247.52511146       9956.93368088       7653.14222014       5320.23279704 
  150.0000      23351.85224823      19113.43047011      12276.59685682       9979.82872939       7671.37666445       5332.02881701 
  150.2000      23411.44585951      19156.61469474      12305.90761083      10002.69939862       7689.82317388       5343.71395162 
  150.4000      23471.01785819      19200.10225741      12335.45492818      10025.34516250       7708.35585511       5355.30165111 
  150.6000      23530.53278440      19243.90025378      12365.17926986      10048.00834209       7726.96243797       5366.89068351 
  150.8000      23589.81391908      19287.62711202      12394.66363526      10070.53809828       7745.56448659       5378.62518118 
  151.0000      23648.92382071      19331.12987101      12424.02482600      10093.12988710       7764.06542450       5390.54299884 
  151.2000      23707.71558762      19374.66022765      12453.55599680      10115.80885492       7782.42995161       5402.57312690 
  151.4000      23766.47752304      19418.38074622      12483.04995757      10138.58344050       7800.67837218       5414.59907641 
  151.6000      23825.28762737      19461.62472462      12512.73754530      10161.48497370       7818.82074895       5426.54177416 
  151.8000      23883.83552747      19504.52459752      12542.69137034      10184.45762399       7837.01141821       5438.51901699 
  152.0000      23942.07498047      19547.48329660      12572.62763176      10207.45849689       7855.14660898       5450.55080445 
  152.2000      24000.08977544      19590.73264022      12602.64280792      10230.30452617       7873.31885796       5462.61569264 
  152.4000      24058.41836387      19633.92231409      12632.78318504      10253.17496770       7891.39103385       5474.78758597 
  152.6000      24116.40087052      19677.14442105      12662.93622046      10276.28486524       7909.44690742       5486.98587443 
  152.8000      24174.30737303      19720.00479297      12693.13836851      10299.57758965       7927.53253254       5499.07755649 
  153.0000      24232.55709455      19762.77974537      12723.29215607      10322.87669405       7945.72937463       5511.23584765 
  153.2000      24290.32664522      19805.17716490      12753.42985640      10345.91047848       7963.99394090       5523.37473491 
  153.4000      24347.69274869      19847.02562749      12783.53245729      10368.81558238       7982.19822760       5535.38134107 
  153.6000      24404.96772995      19888.95759145      12813.85980584      10391.65496422       8000.23720166       5547.27012161 
  153.8000      24461.96437683      19931.07371231      12844.61794269      10414.24594217       8018.30259421       5559.17190716 
  154.0000      24518.53139806      19973.34680068      12875.46940452      10436.76137968       8036.30611415       5571.01274507 
  154.2000      24574.80397009      20015.87738615      12906.34645545      10459.23352082       8054.37518652       5582.92921070 
  154.4000      24631.26683524      20058.38106364      12937.48568469      10481.66337046       8072.44933569       5594.73796613 
  154.6000      24687.86239591      20101.07342230      12969.03891838      10504.21858681       8090.60026676       5606.39553683 
  154.8000      24744.31724379      20143.69858524      13000.51771947      10526.87026861       8108.74003629       5617.93236054 
  155.0000      24801.12273233      20186.31810278      13031.99263877      10549.76400176       8126.73745689       5629.38175495 
  155.2000      24857.77608985      20228.97395462      13063.36006170      10573.03352703       8144.76868720       5640.78430816 
  155.4000      24914.17564604      20271.78216507      13094.81970034      10596.27511753       8162.71442901       5652.27409599 
  155.6000      24970.26587325      20314.80895095      13126.61432866      10619.72985005       8180.80061977       5663.59552734 
  155.8000      25026.24377043      20357.63904156      13158.74026234      10643.40576901       8199.00152169       5674.89431564 
  156.0000      25082.15032985      20400.46237571      13191.02705354      10667.15514825       8217.29335132       5686.13386261 
  156.2000      25138.47567772      20443.00842955      13223.46860289      10690.68942818       8235.74537586       5697.40142940 
  156.4000      25194.77431033      20485.35293711      13256.22580637      10714.47800885       8254.34161804       5708.64312979 
  156.6000      25250.97493718      20527.59528985      13289.02500872      10738.42070070       8272.96195674       5719.89136513 
  156.8000      25307.60023524      20569.75187722      13321.89084726      10762.15265528       8291.63537429       5731.36082307 
  157.0000      25364.77952431      20612.11238225      13354.68331865      10785.71964028       8310.38000483       5742.76018667 
  157.2000      25421.98188268      20654.13003871      13387.35923459      10809.29853223       8329.05440753       5754.07091358 
  157.4000      25479.35147072      20696.09551825      13420.24530927      10832.92446251       8347.60520043       5765.39332361 
  157.6000      25537.36216888      20737.83505465      13453.28493701      10856.68571592       8366.28417166       5776.80837584 
  157.8000      25596.08281847      20779.46744573      13486.25302711      10880.28255797       8384.87262800       5788.37299239 
  158.0000      25655.09514589      20821.26151736      13519.34120432      10903.77540810       8403.50573334       5799.76249775 
  158.2000      25713.91053336      20863.04967945      13552.27600198      10927.08501754       8422.35171490       5811.05061643 
  158.4000      25772.67436894      20904.88403657      13584.96013990      10950.30319851       8441.39013656       5822.33873315 
  158.6000      25831.65818542      20946.84761475      13617.30886654      10973.30051038       8460.49800277       5833.60799336 
  158.8000      25890.95163339      20988.70855387      13649.78454343      10996.15586137       8479.74241470       5844.85123687 
  159.0000      25950.27717390      21030.48957345      13682.34296440      11019.01091094       8499.23593081       5856.10142124 
  159.2000      26010.03234415      21072.54538622      13714.91383681      11041.98042010       8518.71232846       5867.41456636 
  159.4000      26069.68472866      21114.70116855      13747.53058829      11065.05576249       8538.15717996       5878.86515480 
  159.6000      26129.18969184      21156.52033854      13780.33827371      11088.24723913       8557.54215197       5890.30176546 
  159.8000      26188.90658021      21198.21109270      13813.28959632      11111.73867076       8577.04232106       5901.76515687 
  160.0000      26248.75676348      21239.96741064      13846.50184374      11135.32141887       8596.55441816       5913.33740643 
  160.2000      26308.96777932      21281.80527215      13879.68774810      11159.11055141       8616.03614186       5924.96058668 
  160.4000      26369.14911276      21323.70904819      13912.97427733      11182.87630407       8635.41290735       5936.52919822 
  160.6000      26429.45884362      21366.00158100      13946.14374272      11206.78136045       8654.90627415       5948.02215850 
  160.8000      26489.78981412      21407.73146625      13979.32156709      11230.60393701       8674.32876648       5959.47731090 
  161.0000      26549.49163308      21449.27983179      14012.39408726      11254.35376311       8693.61782213       5970.90426032 
  161.2000      26609.38356716      21491.39244883      14045.35547382      11278.27844950       8712.77072757       5982.32122356 
  161.4000      26669.12822549      21533.93655662      14078.49071646      11302.22237257       8731.79621255       5993.90975564 
  161.6000      26728.85305601      21576.24508216      14111.57151403      11326.21945542       8750.82303899       6005.50215407 
  161.8000      26788.89168793      21618.34150264      14144.63586199      11350.39933397       8769.89855078       6017.11020822 
  162.0000      26849.11494531      21660.79133704      14177.76827231      11374.56789393       8788.89965188       6028.66494800 
  162.2000      26909.36301296      21703.15017170      14211.08134778      11398.86796048       8807.89980531       6040.26737968 
  162.4000      26969.42749507      21745.61221872      14244.30214843      11423.28146903       8826.62501730       6051.94189066 
  162.6000      27029.31154907      21788.14086467      14277.98190396      11447.89122498       8845.22114643       6063.69085605 
  162.8000      27089.09527908      21830.54519681      14311.73810887      11472.54189077       8863.76860638       6075.53186131 
  163.0000      27148.85231514      21872.36565016      14345.28097985      11496.97233235       8882.32281781       6087.33627390 
  163.2000      27208.89325128      21914.30751710      14379.04853414      11521.22088849       8900.84633280       6099.21318379 
  163.4000      27269.26749943      21956.27591705      14412.87626882      11545.48085185       8919.37250218       6111.10169263 
  163.6000      27330.06162721      21998.28599009      14446.79040919      11569.82595437       8937.80435546       6123.07037690 
  163.8000      27390.62240852      22040.50172200      14480.70958165      11594.43585917       8956.14004837       6134.97794266 
  164.0000      27451.13322741      22082.79796455      14514.37396918      11619.35087570       8974.63021652       6146.60277469 
  164.2000      27511.42734720      22125.32392331      14547.84016384      11644.55366831       8993.23146566       6158.12273114 
  164.4000      27571.81978528      22167.90606035      14581.11735570      11669.75957008       9011.97828642       6169.62887502 
  164.6000      27631.91994639      22210.59059943      14614.28768231      11695.11577313       9030.91187834       6181.20140327 
  164.8000      27691.98020721      22253.42453097      14647.59952153      11720.69947340       9049.90134854       6192.75156197 
  165.0000      27751.83100995      22296.39672952      14681.03186976      11746.26674025       9068.85304831       6204.39008315 
  165.2000      27811.73538991      22339.63070826      14714.45948008      11771.93336869       9087.77497500       6216.23971460 
  165.4000      27871.59854252      22383.11920704      14747.88317722      11797.89201004       9106.63488442       6228.13939267 
  165.6000      27931.49705647      22426.76948414      14781.54054405      11823.85450321       9125.57129635       6240.11402939 
  165.8000      27991.04729826      22470.89268886      14815.11033460      11849.74612104       9144.60645387       6252.22877504 
  166.0000      28050.26793175      22514.65105805      14848.91119413      11875.75154162       9163.73300562       6264.44891739 
  166.2000      28109.35334832      22557.61922921      14882.88337535      11901.80103075       9182.94052209       6276.57713052 
