#Graphene & C60 12*12 Data file for LAMMPS

		5744  atoms

		2  atom types

		
		-60.174		60.174 	xlo xhi
		-61.684		61.684 	ylo yhi
		-60 		60	 	zlo zhi

Masses

		1     12.011   # Graphene	(Nose_Hoover)
		2     12.011   # C60		(Nose_Hoover)

Atoms

1369	1	59.5591638979595	-35.4499999655181	0
1370	1	58.3311438979595	-34.7409999655181	0
1371	1	58.3311438979595	-33.3230009655181	0
1372	1	59.5591638979595	-32.6139989655181	0
1373	1	-58.3311411020405	-31.1959999655181	0
1374	1	-59.5591651020405	-30.4869999655181	0
1375	1	-59.5591651020405	-29.0689989655181	0
1376	1	-58.3311411020405	-28.3600019655181	0
1377	1	-55.8750931020405	-31.1959999655181	0
1378	1	-57.1031171020405	-30.4869999655181	0
1379	1	-57.1031171020405	-29.0689989655181	0
1380	1	-55.8750931020405	-28.3600019655181	0
1381	1	-53.4190451020405	-31.1959999655181	0
1382	1	-54.6470691020405	-30.4869999655181	0
1383	1	-54.6470691020405	-29.0689989655181	0
1384	1	-53.4190451020405	-28.3600019655181	0
1385	1	-50.9629971020405	-31.1959999655181	0
1386	1	-52.1910211020405	-30.4869999655181	0
1387	1	-52.1910211020405	-29.0689989655181	0
1388	1	-50.9629971020405	-28.3600019655181	0
1389	1	-48.5069491020405	-31.1959999655181	0
1390	1	-49.7349721020405	-30.4869999655181	0
1391	1	-49.7349721020405	-29.0689989655181	0
1392	1	-48.5069491020405	-28.3600019655181	0
1393	1	-46.0509011020405	-31.1959999655181	0
1394	1	-47.2789241020405	-30.4869999655181	0
1395	1	-47.2789241020405	-29.0689989655181	0
1396	1	-46.0509011020405	-28.3600019655181	0
1397	1	-43.5948531020405	-31.1959999655181	0
1398	1	-44.8228761020405	-30.4869999655181	0
1399	1	-44.8228761020405	-29.0689989655181	0
1400	1	-43.5948531020405	-28.3600019655181	0
1401	1	-41.1388041020405	-31.1959999655181	0
1402	1	-42.3668281020405	-30.4869999655181	0
1403	1	-42.3668281020405	-29.0689989655181	0
1404	1	-41.1388041020405	-28.3600019655181	0
1405	1	-38.6827571020405	-31.1959999655181	0
1406	1	-39.9107801020405	-30.4869999655181	0
1407	1	-39.9107801020405	-29.0689989655181	0
1408	1	-38.6827571020405	-28.3600019655181	0
1409	1	-36.2267081020405	-31.1959999655181	0
1410	1	-37.4547331020405	-30.4869999655181	0
1411	1	-37.4547331020405	-29.0689989655181	0
1412	1	-36.2267081020405	-28.3600019655181	0
1413	1	-33.7706611020405	-31.1959999655181	0
1414	1	-34.9986841020405	-30.4869999655181	0
1415	1	-34.9986841020405	-29.0689989655181	0
1416	1	-33.7706611020405	-28.3600019655181	0
1417	1	-31.3146121020405	-31.1959999655181	0
1418	1	-32.5426371020405	-30.4869999655181	0
1419	1	-32.5426371020405	-29.0689989655181	0
1420	1	-31.3146121020405	-28.3600019655181	0
1421	1	-28.8585651020405	-31.1959999655181	0
1422	1	-30.0865881020405	-30.4869999655181	0
1423	1	-30.0865881020405	-29.0689989655181	0
1424	1	-28.8585651020405	-28.3600019655181	0
1425	1	-26.4025161020405	-31.1959999655181	0
1426	1	-27.6305411020405	-30.4869999655181	0
1427	1	-27.6305411020405	-29.0689989655181	0
1428	1	-26.4025161020405	-28.3600019655181	0
1429	1	-23.9464671020405	-31.1959999655181	0
1430	1	-25.1744941020405	-30.4869999655181	0
1431	1	-25.1744941020405	-29.0689989655181	0
1432	1	-23.9464671020405	-28.3600019655181	0
1433	1	-21.4904201020405	-31.1959999655181	0
1434	1	-22.7184431020405	-30.4869999655181	0
1435	1	-22.7184431020405	-29.0689989655181	0
1436	1	-21.4904201020405	-28.3600019655181	0
1437	1	-19.0343731020405	-31.1959999655181	0
1438	1	-20.2623961020405	-30.4869999655181	0
1439	1	-20.2623961020405	-29.0689989655181	0
1440	1	-19.0343731020405	-28.3600019655181	0
1441	1	-16.5783261020405	-31.1959999655181	0
1442	1	-17.8063491020405	-30.4869999655181	0
1443	1	-17.8063491020405	-29.0689989655181	0
1444	1	-16.5783261020405	-28.3600019655181	0
1445	1	-14.1222751020405	-31.1959999655181	0
1446	1	-15.3502981020405	-30.4869999655181	0
1447	1	-15.3502981020405	-29.0689989655181	0
1448	1	-14.1222751020405	-28.3600019655181	0
1449	1	-11.6662281020405	-31.1959999655181	0
1450	1	-12.8942511020405	-30.4869999655181	0
1451	1	-12.8942511020405	-29.0689989655181	0
1452	1	-11.6662281020405	-28.3600019655181	0
1453	1	-9.21018110204047	-31.1959999655181	0
1454	1	-10.4382041020405	-30.4869999655181	0
1455	1	-10.4382041020405	-29.0689989655181	0
1456	1	-9.21018110204047	-28.3600019655181	0
1457	1	-6.75413410204046	-31.1959999655181	0
1458	1	-7.98215710204046	-30.4869999655181	0
1459	1	-7.98215710204046	-29.0689989655181	0
1460	1	-6.75413410204046	-28.3600019655181	0
1461	1	-4.29808310204047	-31.1959999655181	0
1462	1	-5.52610610204047	-30.4869999655181	0
1463	1	-5.52610610204047	-29.0689989655181	0
1464	1	-4.29808310204047	-28.3600019655181	0
1465	1	-1.84203610204046	-31.1959999655181	0
1466	1	-3.07005910204046	-30.4869999655181	0
1467	1	-3.07005910204046	-29.0689989655181	0
1468	1	-1.84203610204046	-28.3600019655181	0
1469	1	0.614010897959538	-31.1959999655181	0
1470	1	-0.614012102040462	-30.4869999655181	0
1471	1	-0.614012102040462	-29.0689989655181	0
1472	1	0.614010897959538	-28.3600019655181	0
1473	1	3.07005789795954	-31.1959999655181	0
1474	1	1.84203489795954	-30.4869999655181	0
1475	1	1.84203489795954	-29.0689989655181	0
1476	1	3.07005789795954	-28.3600019655181	0
1477	1	5.52610889795954	-31.1959999655181	0
1478	1	4.29808589795954	-30.4869999655181	0
1479	1	4.29808589795954	-29.0689989655181	0
1480	1	5.52610889795954	-28.3600019655181	0
1481	1	7.98215189795954	-31.1959999655181	0
1482	1	6.75413289795954	-30.4869999655181	0
1483	1	6.75413289795954	-29.0689989655181	0
1484	1	7.98215189795954	-28.3600019655181	0
1485	1	10.4382068979595	-31.1959999655181	0
1486	1	9.21017989795953	-30.4869999655181	0
1487	1	9.21017989795953	-29.0689989655181	0
1488	1	10.4382068979595	-28.3600019655181	0
1489	1	12.8942538979595	-31.1959999655181	0
1490	1	11.6662268979595	-30.4869999655181	0
1491	1	11.6662268979595	-29.0689989655181	0
1492	1	12.8942538979595	-28.3600019655181	0
1493	1	15.3503008979595	-31.1959999655181	0
1494	1	14.1222738979595	-30.4869999655181	0
1495	1	14.1222738979595	-29.0689989655181	0
1496	1	15.3503008979595	-28.3600019655181	0
1497	1	17.8063478979595	-31.1959999655181	0
1498	1	16.5783208979595	-30.4869999655181	0
1499	1	16.5783208979595	-29.0689989655181	0
1500	1	17.8063478979595	-28.3600019655181	0
1501	1	20.2623948979595	-31.1959999655181	0
1502	1	19.0343758979595	-30.4869999655181	0
1503	1	19.0343758979595	-29.0689989655181	0
1504	1	20.2623948979595	-28.3600019655181	0
1505	1	22.7184418979595	-31.1959999655181	0
1506	1	21.4904228979595	-30.4869999655181	0
1507	1	21.4904228979595	-29.0689989655181	0
1508	1	22.7184418979595	-28.3600019655181	0
1509	1	25.1744888979595	-31.1959999655181	0
1510	1	23.9464698979595	-30.4869999655181	0
1511	1	23.9464698979595	-29.0689989655181	0
1512	1	25.1744888979595	-28.3600019655181	0
1513	1	27.6305438979595	-31.1959999655181	0
1514	1	26.4025168979595	-30.4869999655181	0
1515	1	26.4025168979595	-29.0689989655181	0
1516	1	27.6305438979595	-28.3600019655181	0
1517	1	30.0865908979595	-31.1959999655181	0
1518	1	28.8585638979595	-30.4869999655181	0
1519	1	28.8585638979595	-29.0689989655181	0
1520	1	30.0865908979595	-28.3600019655181	0
1521	1	32.5426378979595	-31.1959999655181	0
1522	1	31.3146108979595	-30.4869999655181	0
1523	1	31.3146108979595	-29.0689989655181	0
1524	1	32.5426378979595	-28.3600019655181	0
1525	1	34.9986848979595	-31.1959999655181	0
1526	1	33.7706578979595	-30.4869999655181	0
1527	1	33.7706578979595	-29.0689989655181	0
1528	1	34.9986848979595	-28.3600019655181	0
1529	1	37.4547318979595	-31.1959999655181	0
1530	1	36.2267048979595	-30.4869999655181	0
1531	1	36.2267048979595	-29.0689989655181	0
1532	1	37.4547318979595	-28.3600019655181	0
1533	1	39.9107788979595	-31.1959999655181	0
1534	1	38.6827598979595	-30.4869999655181	0
1535	1	38.6827598979595	-29.0689989655181	0
1536	1	39.9107788979595	-28.3600019655181	0
1537	1	42.3668268979595	-31.1959999655181	0
1538	1	41.1388068979595	-30.4869999655181	0
1539	1	41.1388068979595	-29.0689989655181	0
1540	1	42.3668268979595	-28.3600019655181	0
1541	1	44.8228738979595	-31.1959999655181	0
1542	1	43.5948538979595	-30.4869999655181	0
1543	1	43.5948538979595	-29.0689989655181	0
1544	1	44.8228738979595	-28.3600019655181	0
1545	1	47.2789278979595	-31.1959999655181	0
1546	1	46.0509008979595	-30.4869999655181	0
1547	1	46.0509008979595	-29.0689989655181	0
1548	1	47.2789278979595	-28.3600019655181	0
1549	1	49.7349748979595	-31.1959999655181	0
1550	1	48.5069478979595	-30.4869999655181	0
1551	1	48.5069478979595	-29.0689989655181	0
1552	1	49.7349748979595	-28.3600019655181	0
1553	1	52.1910218979595	-31.1959999655181	0
1554	1	50.9629948979595	-30.4869999655181	0
1555	1	50.9629948979595	-29.0689989655181	0
1556	1	52.1910218979595	-28.3600019655181	0
1557	1	54.6470688979595	-31.1959999655181	0
1558	1	53.4190418979595	-30.4869999655181	0
1559	1	53.4190418979595	-29.0689989655181	0
1560	1	54.6470688979595	-28.3600019655181	0
1561	1	57.1031168979595	-31.1959999655181	0
1562	1	55.8750968979595	-30.4869999655181	0
1563	1	55.8750968979595	-29.0689989655181	0
1564	1	57.1031168979595	-28.3600019655181	0
1565	1	59.5591638979595	-31.1959999655181	0
1566	1	58.3311438979595	-30.4869999655181	0
1567	1	58.3311438979595	-29.0689989655181	0
1568	1	59.5591638979595	-28.3600019655181	0
1569	1	-58.3311411020405	-26.9419989655181	0
1570	1	-59.5591651020405	-26.2329989655181	0
1571	1	-59.5591651020405	-24.8149999655181	0
1572	1	-58.3311411020405	-24.1059999655181	0
1573	1	-55.8750931020405	-26.9419989655181	0
1574	1	-57.1031171020405	-26.2329989655181	0
1575	1	-57.1031171020405	-24.8149999655181	0
1576	1	-55.8750931020405	-24.1059999655181	0
1577	1	-53.4190451020405	-26.9419989655181	0
1578	1	-54.6470691020405	-26.2329989655181	0
1579	1	-54.6470691020405	-24.8149999655181	0
1580	1	-53.4190451020405	-24.1059999655181	0
1581	1	-50.9629971020405	-26.9419989655181	0
1582	1	-52.1910211020405	-26.2329989655181	0
1583	1	-52.1910211020405	-24.8149999655181	0
1584	1	-50.9629971020405	-24.1059999655181	0
1585	1	-48.5069491020405	-26.9419989655181	0
1586	1	-49.7349721020405	-26.2329989655181	0
1587	1	-49.7349721020405	-24.8149999655181	0
1588	1	-48.5069491020405	-24.1059999655181	0
1589	1	-46.0509011020405	-26.9419989655181	0
1590	1	-47.2789241020405	-26.2329989655181	0
1591	1	-47.2789241020405	-24.8149999655181	0
1592	1	-46.0509011020405	-24.1059999655181	0
1593	1	-43.5948531020405	-26.9419989655181	0
1594	1	-44.8228761020405	-26.2329989655181	0
1595	1	-44.8228761020405	-24.8149999655181	0
1596	1	-43.5948531020405	-24.1059999655181	0
1597	1	-41.1388041020405	-26.9419989655181	0
1598	1	-42.3668281020405	-26.2329989655181	0
1599	1	-42.3668281020405	-24.8149999655181	0
1600	1	-41.1388041020405	-24.1059999655181	0
1601	1	-38.6827571020405	-26.9419989655181	0
1602	1	-39.9107801020405	-26.2329989655181	0
1603	1	-39.9107801020405	-24.8149999655181	0
1604	1	-38.6827571020405	-24.1059999655181	0
1605	1	-36.2267081020405	-26.9419989655181	0
1606	1	-37.4547331020405	-26.2329989655181	0
1607	1	-37.4547331020405	-24.8149999655181	0
1608	1	-36.2267081020405	-24.1059999655181	0
1609	1	-33.7706611020405	-26.9419989655181	0
1610	1	-34.9986841020405	-26.2329989655181	0
1611	1	-34.9986841020405	-24.8149999655181	0
1612	1	-33.7706611020405	-24.1059999655181	0
1613	1	-31.3146121020405	-26.9419989655181	0
1614	1	-32.5426371020405	-26.2329989655181	0
1615	1	-32.5426371020405	-24.8149999655181	0
1616	1	-31.3146121020405	-24.1059999655181	0
1617	1	-28.8585651020405	-26.9419989655181	0
1618	1	-30.0865881020405	-26.2329989655181	0
1619	1	-30.0865881020405	-24.8149999655181	0
1620	1	-28.8585651020405	-24.1059999655181	0
1621	1	-26.4025161020405	-26.9419989655181	0
1622	1	-27.6305411020405	-26.2329989655181	0
1623	1	-27.6305411020405	-24.8149999655181	0
1624	1	-26.4025161020405	-24.1059999655181	0
1625	1	-23.9464671020405	-26.9419989655181	0
1626	1	-25.1744941020405	-26.2329989655181	0
1627	1	-25.1744941020405	-24.8149999655181	0
1628	1	-23.9464671020405	-24.1059999655181	0
1629	1	-21.4904201020405	-26.9419989655181	0
1630	1	-22.7184431020405	-26.2329989655181	0
1631	1	-22.7184431020405	-24.8149999655181	0
1632	1	-21.4904201020405	-24.1059999655181	0
1633	1	-19.0343731020405	-26.9419989655181	0
1634	1	-20.2623961020405	-26.2329989655181	0
1635	1	-20.2623961020405	-24.8149999655181	0
1636	1	-19.0343731020405	-24.1059999655181	0
1637	1	-16.5783261020405	-26.9419989655181	0
1638	1	-17.8063491020405	-26.2329989655181	0
1639	1	-17.8063491020405	-24.8149999655181	0
1640	1	-16.5783261020405	-24.1059999655181	0
1641	1	-14.1222751020405	-26.9419989655181	0
1642	1	-15.3502981020405	-26.2329989655181	0
1643	1	-15.3502981020405	-24.8149999655181	0
1644	1	-14.1222751020405	-24.1059999655181	0
1645	1	-11.6662281020405	-26.9419989655181	0
1646	1	-12.8942511020405	-26.2329989655181	0
1647	1	-12.8942511020405	-24.8149999655181	0
1648	1	-11.6662281020405	-24.1059999655181	0
1649	1	-9.21018110204047	-26.9419989655181	0
1650	1	-10.4382041020405	-26.2329989655181	0
1651	1	-10.4382041020405	-24.8149999655181	0
1652	1	-9.21018110204047	-24.1059999655181	0
1653	1	-6.75413410204046	-26.9419989655181	0
1654	1	-7.98215710204046	-26.2329989655181	0
1655	1	-7.98215710204046	-24.8149999655181	0
1656	1	-6.75413410204046	-24.1059999655181	0
1657	1	-4.29808310204047	-26.9419989655181	0
1658	1	-5.52610610204047	-26.2329989655181	0
1659	1	-5.52610610204047	-24.8149999655181	0
1660	1	-4.29808310204047	-24.1059999655181	0
1661	1	-1.84203610204046	-26.9419989655181	0
1662	1	-3.07005910204046	-26.2329989655181	0
1663	1	-3.07005910204046	-24.8149999655181	0
1664	1	-1.84203610204046	-24.1059999655181	0
1665	1	0.614010897959538	-26.9419989655181	0
1666	1	-0.614012102040462	-26.2329989655181	0
1667	1	-0.614012102040462	-24.8149999655181	0
1668	1	0.614010897959538	-24.1059999655181	0
1669	1	3.07005789795954	-26.9419989655181	0
1670	1	1.84203489795954	-26.2329989655181	0
1671	1	1.84203489795954	-24.8149999655181	0
1672	1	3.07005789795954	-24.1059999655181	0
1673	1	5.52610889795954	-26.9419989655181	0
1674	1	4.29808589795954	-26.2329989655181	0
1675	1	4.29808589795954	-24.8149999655181	0
1676	1	5.52610889795954	-24.1059999655181	0
1677	1	7.98215189795954	-26.9419989655181	0
1678	1	6.75413289795954	-26.2329989655181	0
1679	1	6.75413289795954	-24.8149999655181	0
1680	1	7.98215189795954	-24.1059999655181	0
1681	1	10.4382068979595	-26.9419989655181	0
1682	1	9.21017989795953	-26.2329989655181	0
1683	1	9.21017989795953	-24.8149999655181	0
1684	1	10.4382068979595	-24.1059999655181	0
1685	1	12.8942538979595	-26.9419989655181	0
1686	1	11.6662268979595	-26.2329989655181	0
1687	1	11.6662268979595	-24.8149999655181	0
1688	1	12.8942538979595	-24.1059999655181	0
1689	1	15.3503008979595	-26.9419989655181	0
1690	1	14.1222738979595	-26.2329989655181	0
1691	1	14.1222738979595	-24.8149999655181	0
1692	1	15.3503008979595	-24.1059999655181	0
1693	1	17.8063478979595	-26.9419989655181	0
1694	1	16.5783208979595	-26.2329989655181	0
1695	1	16.5783208979595	-24.8149999655181	0
1696	1	17.8063478979595	-24.1059999655181	0
1697	1	20.2623948979595	-26.9419989655181	0
1698	1	19.0343758979595	-26.2329989655181	0
1699	1	19.0343758979595	-24.8149999655181	0
1700	1	20.2623948979595	-24.1059999655181	0
1701	1	22.7184418979595	-26.9419989655181	0
1702	1	21.4904228979595	-26.2329989655181	0
1703	1	21.4904228979595	-24.8149999655181	0
1704	1	22.7184418979595	-24.1059999655181	0
1705	1	25.1744888979595	-26.9419989655181	0
1706	1	23.9464698979595	-26.2329989655181	0
1707	1	23.9464698979595	-24.8149999655181	0
1708	1	25.1744888979595	-24.1059999655181	0
1709	1	27.6305438979595	-26.9419989655181	0
1710	1	26.4025168979595	-26.2329989655181	0
1711	1	26.4025168979595	-24.8149999655181	0
1712	1	27.6305438979595	-24.1059999655181	0
1713	1	30.0865908979595	-26.9419989655181	0
1714	1	28.8585638979595	-26.2329989655181	0
1715	1	28.8585638979595	-24.8149999655181	0
1716	1	30.0865908979595	-24.1059999655181	0
1717	1	32.5426378979595	-26.9419989655181	0
1718	1	31.3146108979595	-26.2329989655181	0
1719	1	31.3146108979595	-24.8149999655181	0
1720	1	32.5426378979595	-24.1059999655181	0
1721	1	34.9986848979595	-26.9419989655181	0
1722	1	33.7706578979595	-26.2329989655181	0
1723	1	33.7706578979595	-24.8149999655181	0
1724	1	34.9986848979595	-24.1059999655181	0
1725	1	37.4547318979595	-26.9419989655181	0
1726	1	36.2267048979595	-26.2329989655181	0
1727	1	36.2267048979595	-24.8149999655181	0
1728	1	37.4547318979595	-24.1059999655181	0
1729	1	39.9107788979595	-26.9419989655181	0
1730	1	38.6827598979595	-26.2329989655181	0
1731	1	38.6827598979595	-24.8149999655181	0
1732	1	39.9107788979595	-24.1059999655181	0
1733	1	42.3668268979595	-26.9419989655181	0
1734	1	41.1388068979595	-26.2329989655181	0
1735	1	41.1388068979595	-24.8149999655181	0
1736	1	42.3668268979595	-24.1059999655181	0
1737	1	44.8228738979595	-26.9419989655181	0
1738	1	43.5948538979595	-26.2329989655181	0
1739	1	43.5948538979595	-24.8149999655181	0
1740	1	44.8228738979595	-24.1059999655181	0
1741	1	47.2789278979595	-26.9419989655181	0
1742	1	46.0509008979595	-26.2329989655181	0
1743	1	46.0509008979595	-24.8149999655181	0
1744	1	47.2789278979595	-24.1059999655181	0
1745	1	49.7349748979595	-26.9419989655181	0
1746	1	48.5069478979595	-26.2329989655181	0
1747	1	48.5069478979595	-24.8149999655181	0
1748	1	49.7349748979595	-24.1059999655181	0
1749	1	52.1910218979595	-26.9419989655181	0
1750	1	50.9629948979595	-26.2329989655181	0
1751	1	50.9629948979595	-24.8149999655181	0
1752	1	52.1910218979595	-24.1059999655181	0
1753	1	54.6470688979595	-26.9419989655181	0
1754	1	53.4190418979595	-26.2329989655181	0
1755	1	53.4190418979595	-24.8149999655181	0
1756	1	54.6470688979595	-24.1059999655181	0
1757	1	57.1031168979595	-26.9419989655181	0
1758	1	55.8750968979595	-26.2329989655181	0
1759	1	55.8750968979595	-24.8149999655181	0
1760	1	57.1031168979595	-24.1059999655181	0
1761	1	59.5591638979595	-26.9419989655181	0
1762	1	58.3311438979595	-26.2329989655181	0
1763	1	58.3311438979595	-24.8149999655181	0
1764	1	59.5591638979595	-24.1059999655181	0
1765	1	-58.3311411020405	-22.6880009655181	0
1766	1	-59.5591651020405	-21.9790009655181	0
1767	1	-59.5591651020405	-20.5610019655181	0
1768	1	-58.3311411020405	-19.8519979655181	0
1769	1	-55.8750931020405	-22.6880009655181	0
1770	1	-57.1031171020405	-21.9790009655181	0
1771	1	-57.1031171020405	-20.5610019655181	0
1772	1	-55.8750931020405	-19.8519979655181	0
1773	1	-53.4190451020405	-22.6880009655181	0
1774	1	-54.6470691020405	-21.9790009655181	0
1775	1	-54.6470691020405	-20.5610019655181	0
1776	1	-53.4190451020405	-19.8519979655181	0
1777	1	-50.9629971020405	-22.6880009655181	0
1778	1	-52.1910211020405	-21.9790009655181	0
1779	1	-52.1910211020405	-20.5610019655181	0
1780	1	-50.9629971020405	-19.8519979655181	0
1781	1	-48.5069491020405	-22.6880009655181	0
1782	1	-49.7349721020405	-21.9790009655181	0
1783	1	-49.7349721020405	-20.5610019655181	0
1784	1	-48.5069491020405	-19.8519979655181	0
1785	1	-46.0509011020405	-22.6880009655181	0
1786	1	-47.2789241020405	-21.9790009655181	0
1787	1	-47.2789241020405	-20.5610019655181	0
1788	1	-46.0509011020405	-19.8519979655181	0
1789	1	-43.5948531020405	-22.6880009655181	0
1790	1	-44.8228761020405	-21.9790009655181	0
1791	1	-44.8228761020405	-20.5610019655181	0
1792	1	-43.5948531020405	-19.8519979655181	0
1793	1	-41.1388041020405	-22.6880009655181	0
1794	1	-42.3668281020405	-21.9790009655181	0
1795	1	-42.3668281020405	-20.5610019655181	0
1796	1	-41.1388041020405	-19.8519979655181	0
1797	1	-38.6827571020405	-22.6880009655181	0
1798	1	-39.9107801020405	-21.9790009655181	0
1799	1	-39.9107801020405	-20.5610019655181	0
1800	1	-38.6827571020405	-19.8519979655181	0
1801	1	-36.2267081020405	-22.6880009655181	0
1802	1	-37.4547331020405	-21.9790009655181	0
1803	1	-37.4547331020405	-20.5610019655181	0
1804	1	-36.2267081020405	-19.8519979655181	0
1805	1	-33.7706611020405	-22.6880009655181	0
1806	1	-34.9986841020405	-21.9790009655181	0
1807	1	-34.9986841020405	-20.5610019655181	0
1808	1	-33.7706611020405	-19.8519979655181	0
1809	1	-31.3146121020405	-22.6880009655181	0
1810	1	-32.5426371020405	-21.9790009655181	0
1811	1	-32.5426371020405	-20.5610019655181	0
1812	1	-31.3146121020405	-19.8519979655181	0
1813	1	-28.8585651020405	-22.6880009655181	0
1814	1	-30.0865881020405	-21.9790009655181	0
1815	1	-30.0865881020405	-20.5610019655181	0
1816	1	-28.8585651020405	-19.8519979655181	0
1817	1	-26.4025161020405	-22.6880009655181	0
1818	1	-27.6305411020405	-21.9790009655181	0
1819	1	-27.6305411020405	-20.5610019655181	0
1820	1	-26.4025161020405	-19.8519979655181	0
1821	1	-23.9464671020405	-22.6880009655181	0
1822	1	-25.1744941020405	-21.9790009655181	0
1823	1	-25.1744941020405	-20.5610019655181	0
1824	1	-23.9464671020405	-19.8519979655181	0
1825	1	-21.4904201020405	-22.6880009655181	0
1826	1	-22.7184431020405	-21.9790009655181	0
1827	1	-22.7184431020405	-20.5610019655181	0
1828	1	-21.4904201020405	-19.8519979655181	0
1829	1	-19.0343731020405	-22.6880009655181	0
1830	1	-20.2623961020405	-21.9790009655181	0
1831	1	-20.2623961020405	-20.5610019655181	0
1832	1	-19.0343731020405	-19.8519979655181	0
1833	1	-16.5783261020405	-22.6880009655181	0
1834	1	-17.8063491020405	-21.9790009655181	0
1835	1	-17.8063491020405	-20.5610019655181	0
1836	1	-16.5783261020405	-19.8519979655181	0
1837	1	-14.1222751020405	-22.6880009655181	0
1838	1	-15.3502981020405	-21.9790009655181	0
1839	1	-15.3502981020405	-20.5610019655181	0
1840	1	-14.1222751020405	-19.8519979655181	0
1841	1	-11.6662281020405	-22.6880009655181	0
1842	1	-12.8942511020405	-21.9790009655181	0
1843	1	-12.8942511020405	-20.5610019655181	0
1844	1	-11.6662281020405	-19.8519979655181	0
1845	1	-9.21018110204047	-22.6880009655181	0
1846	1	-10.4382041020405	-21.9790009655181	0
1847	1	-10.4382041020405	-20.5610019655181	0
1848	1	-9.21018110204047	-19.8519979655181	0
1849	1	-6.75413410204046	-22.6880009655181	0
1850	1	-7.98215710204046	-21.9790009655181	0
1851	1	-7.98215710204046	-20.5610019655181	0
1852	1	-6.75413410204046	-19.8519979655181	0
1853	1	-4.29808310204047	-22.6880009655181	0
1854	1	-5.52610610204047	-21.9790009655181	0
1855	1	-5.52610610204047	-20.5610019655181	0
1856	1	-4.29808310204047	-19.8519979655181	0
1857	1	-1.84203610204046	-22.6880009655181	0
1858	1	-3.07005910204046	-21.9790009655181	0
1859	1	-3.07005910204046	-20.5610019655181	0
1860	1	-1.84203610204046	-19.8519979655181	0
1861	1	0.614010897959538	-22.6880009655181	0
1862	1	-0.614012102040462	-21.9790009655181	0
1863	1	-0.614012102040462	-20.5610019655181	0
1864	1	0.614010897959538	-19.8519979655181	0
1865	1	3.07005789795954	-22.6880009655181	0
1866	1	1.84203489795954	-21.9790009655181	0
1867	1	1.84203489795954	-20.5610019655181	0
1868	1	3.07005789795954	-19.8519979655181	0
1869	1	5.52610889795954	-22.6880009655181	0
1870	1	4.29808589795954	-21.9790009655181	0
1871	1	4.29808589795954	-20.5610019655181	0
1872	1	5.52610889795954	-19.8519979655181	0
1873	1	7.98215189795954	-22.6880009655181	0
1874	1	6.75413289795954	-21.9790009655181	0
1875	1	6.75413289795954	-20.5610019655181	0
1876	1	7.98215189795954	-19.8519979655181	0
1877	1	10.4382068979595	-22.6880009655181	0
1878	1	9.21017989795953	-21.9790009655181	0
1879	1	9.21017989795953	-20.5610019655181	0
1880	1	10.4382068979595	-19.8519979655181	0
1881	1	12.8942538979595	-22.6880009655181	0
1882	1	11.6662268979595	-21.9790009655181	0
1883	1	11.6662268979595	-20.5610019655181	0
1884	1	12.8942538979595	-19.8519979655181	0
1885	1	15.3503008979595	-22.6880009655181	0
1886	1	14.1222738979595	-21.9790009655181	0
1887	1	14.1222738979595	-20.5610019655181	0
1888	1	15.3503008979595	-19.8519979655181	0
1889	1	17.8063478979595	-22.6880009655181	0
1890	1	16.5783208979595	-21.9790009655181	0
1891	1	16.5783208979595	-20.5610019655181	0
1892	1	17.8063478979595	-19.8519979655181	0
1893	1	20.2623948979595	-22.6880009655181	0
1894	1	19.0343758979595	-21.9790009655181	0
1895	1	19.0343758979595	-20.5610019655181	0
1896	1	20.2623948979595	-19.8519979655181	0
1897	1	22.7184418979595	-22.6880009655181	0
1898	1	21.4904228979595	-21.9790009655181	0
1899	1	21.4904228979595	-20.5610019655181	0
1900	1	22.7184418979595	-19.8519979655181	0
1901	1	25.1744888979595	-22.6880009655181	0
1902	1	23.9464698979595	-21.9790009655181	0
1903	1	23.9464698979595	-20.5610019655181	0
1904	1	25.1744888979595	-19.8519979655181	0
1905	1	27.6305438979595	-22.6880009655181	0
1906	1	26.4025168979595	-21.9790009655181	0
1907	1	26.4025168979595	-20.5610019655181	0
1908	1	27.6305438979595	-19.8519979655181	0
1909	1	30.0865908979595	-22.6880009655181	0
1910	1	28.8585638979595	-21.9790009655181	0
1911	1	28.8585638979595	-20.5610019655181	0
1912	1	30.0865908979595	-19.8519979655181	0
1913	1	32.5426378979595	-22.6880009655181	0
1914	1	31.3146108979595	-21.9790009655181	0
1915	1	31.3146108979595	-20.5610019655181	0
1916	1	32.5426378979595	-19.8519979655181	0
1917	1	34.9986848979595	-22.6880009655181	0
1918	1	33.7706578979595	-21.9790009655181	0
1919	1	33.7706578979595	-20.5610019655181	0
1920	1	34.9986848979595	-19.8519979655181	0
1921	1	37.4547318979595	-22.6880009655181	0
1922	1	36.2267048979595	-21.9790009655181	0
1923	1	36.2267048979595	-20.5610019655181	0
1924	1	37.4547318979595	-19.8519979655181	0
1925	1	39.9107788979595	-22.6880009655181	0
1926	1	38.6827598979595	-21.9790009655181	0
1927	1	38.6827598979595	-20.5610019655181	0
1928	1	39.9107788979595	-19.8519979655181	0
1929	1	42.3668268979595	-22.6880009655181	0
1930	1	41.1388068979595	-21.9790009655181	0
1931	1	41.1388068979595	-20.5610019655181	0
1932	1	42.3668268979595	-19.8519979655181	0
